source_split,filepath,label,file_size_bytes,width,height,mode,format,sha256,phash,valid_image,error
Testing,Testing/pituitary/Te-pi_0066.jpg,pituitary,32517,512,512,RGB,JPEG,08690b76457b2b44d58682cece62ec951ef6d30d935ce07df852e97d44434680,d0720f3c2c3d7933,True,
Training,Training/pituitary/Tr-pi_0740.jpg,pituitary,32517,512,512,RGB,JPEG,08690b76457b2b44d58682cece62ec951ef6d30d935ce07df852e97d44434680,d0720f3c2c3d7933,True,
Testing,Testing/notumor/Te-no_0034.jpg,notumor,16191,201,249,RGB,JPEG,08c04f3659f54e170fe84f98a8ed10a235809251d6ba7c5372f08c90421ce51e,d552026b9f691e65,True,
Training,Training/notumor/Tr-no_0080.jpg,notumor,16191,201,249,RGB,JPEG,08c04f3659f54e170fe84f98a8ed10a235809251d6ba7c5372f08c90421ce51e,d552026b9f691e65,True,
Training,Training/meningioma/Tr-me_0227.jpg,meningioma,21706,512,512,RGB,JPEG,09b9031e30e757eb6e648686f0ca412357e86895ebbc52d300d2d0a9305fd417,97876a4c619b256d,True,
Training,Training/meningioma/Tr-me_0238.jpg,meningioma,21706,512,512,RGB,JPEG,09b9031e30e757eb6e648686f0ca412357e86895ebbc52d300d2d0a9305fd417,97876a4c619b256d,True,
Training,Training/notumor/Tr-no_1039.jpg,notumor,15855,205,249,RGB,JPEG,0d68dc0d87d099ad046fac3ec1359db1561e1c5d45a43e7c91e02a9f2f393df8,9552066b9f691e65,True,
Testing,Testing/notumor/Te-no_0010.jpg,notumor,15855,205,249,RGB,JPEG,0d68dc0d87d099ad046fac3ec1359db1561e1c5d45a43e7c91e02a9f2f393df8,9552066b9f691e65,True,
Training,Training/notumor/Tr-no_1162.jpg,notumor,16920,236,295,RGB,JPEG,0ff6650a53df2b89b4e569a7490843229227db14f5fc46fe99afdc789d058796,c35904281fcb4fcf,True,
Testing,Testing/notumor/Te-no_0027.jpg,notumor,16920,236,295,RGB,JPEG,0ff6650a53df2b89b4e569a7490843229227db14f5fc46fe99afdc789d058796,c35904281fcb4fcf,True,
Training,Training/notumor/Tr-no_1080.jpg,notumor,28639,468,444,RGB,JPEG,1180fefcd5ba2a8f43c541c3158c3d6b3edb8309eab8dc9c61f109d10d5b5050,c22f2b343f603f70,True,
Training,Training/notumor/Tr-no_0036.jpg,notumor,28639,468,444,RGB,JPEG,1180fefcd5ba2a8f43c541c3158c3d6b3edb8309eab8dc9c61f109d10d5b5050,c22f2b343f603f70,True,
Testing,Testing/notumor/Te-no_0048.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0982.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0268.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Testing,Testing/notumor/Te-no_0053.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Testing,Testing/notumor/Te-no_0068.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0224.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0332.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Testing,Testing/notumor/Te-no_0087.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0350.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Testing,Testing/notumor/Te-no_0011.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_1060.jpg,notumor,37052,339,415,RGB,JPEG,14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,804a4ba93fb57c96,True,
Training,Training/notumor/Tr-no_0216.jpg,notumor,37052,339,415,RGB,JPEG,14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,804a4ba93fb57c96,True,
Training,Training/notumor/Tr-no_0971.jpg,notumor,15016,234,225,RGB,JPEG,16bdc3ca286cca1bb4761deeca41c63f5626ac65aff85231686caf5c3897c210,c24f2db4309372db,True,
Training,Training/notumor/Tr-no_0330.jpg,notumor,15016,234,225,RGB,JPEG,16bdc3ca286cca1bb4761deeca41c63f5626ac65aff85231686caf5c3897c210,c24f2db4309372db,True,
Testing,Testing/notumor/Te-no_0066.jpg,notumor,15016,234,225,RGB,JPEG,16bdc3ca286cca1bb4761deeca41c63f5626ac65aff85231686caf5c3897c210,c24f2db4309372db,True,
Training,Training/notumor/Tr-no_1119.jpg,notumor,14699,200,252,RGB,JPEG,1760da4ac516c8564bf06bc349176a1463dbb49f4de7b6d0b986ff015b96bd62,d0161ffa7a962951,True,
Training,Training/notumor/Tr-no_0166.jpg,notumor,14699,200,252,RGB,JPEG,1760da4ac516c8564bf06bc349176a1463dbb49f4de7b6d0b986ff015b96bd62,d0161ffa7a962951,True,
Training,Training/notumor/Tr-no_0145.jpg,notumor,14368,201,251,RGB,JPEG,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_0182.jpg,notumor,14368,201,251,RGB,JPEG,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_1102.jpg,notumor,14368,201,251,RGB,JPEG,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,91971ed87a24795c,True,
Testing,Testing/notumor/Te-no_0064.jpg,notumor,12561,234,225,RGB,JPEG,18cfaf6cee35ef130675d36429a4d0d9d944cef9942c203b01975b7130ff6df5,936c6c3669caa49b,True,
Training,Training/notumor/Tr-no_0327.jpg,notumor,12561,234,225,RGB,JPEG,18cfaf6cee35ef130675d36429a4d0d9d944cef9942c203b01975b7130ff6df5,936c6c3669caa49b,True,
Training,Training/notumor/Tr-no_0970.jpg,notumor,12561,234,225,RGB,JPEG,18cfaf6cee35ef130675d36429a4d0d9d944cef9942c203b01975b7130ff6df5,936c6c3669caa49b,True,
Testing,Testing/glioma/Te-gl_0024.jpg,glioma,25760,512,512,RGB,JPEG,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,96d3396c61c566c9,True,
Testing,Testing/glioma/Te-gl_0029.jpg,glioma,25760,512,512,RGB,JPEG,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,96d3396c61c566c9,True,
Testing,Testing/notumor/Te-no_0035.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_0091.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_0345.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Testing,Testing/notumor/Te-no_0081.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_0985.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_1173.jpg,notumor,16812,235,261,RGB,JPEG,1cc081e753d825a7a043b7968fa48c166d3518426790468025d6674794791327,811e4e381bf53d74,True,
Testing,Testing/notumor/Te-no_0014.jpg,notumor,16812,235,261,RGB,JPEG,1cc081e753d825a7a043b7968fa48c166d3518426790468025d6674794791327,811e4e381bf53d74,True,
Training,Training/notumor/Tr-no_0313.jpg,notumor,16334,200,248,RGB,JPEG,1d489fd63322dff8146dfb442c512362d2d42d5f4e44b90414202ac0abe5f97e,d552026a9fe11ee5,True,
Training,Training/notumor/Tr-no_1166.jpg,notumor,16334,200,248,RGB,JPEG,1d489fd63322dff8146dfb442c512362d2d42d5f4e44b90414202ac0abe5f97e,d552026a9fe11ee5,True,
Testing,Testing/notumor/Te-no_0057.jpg,notumor,16334,200,248,RGB,JPEG,1d489fd63322dff8146dfb442c512362d2d42d5f4e44b90414202ac0abe5f97e,d552026a9fe11ee5,True,
Training,Training/notumor/Tr-no_0136.jpg,notumor,17506,236,236,RGB,JPEG,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,954a46797aa67859,True,
Training,Training/notumor/Tr-no_0123.jpg,notumor,17506,236,236,RGB,JPEG,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,954a46797aa67859,True,
Training,Training/notumor/Tr-no_0118.jpg,notumor,17506,236,236,RGB,JPEG,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,954a46797aa67859,True,
Training,Training/notumor/Tr-no_0290.jpg,notumor,14271,209,234,RGB,JPEG,1fe1db4adc37442001e9e054e3a990efa31b7db7cdb0a3d2711afbf346f9094b,953e7aa06a9939c9,True,
Testing,Testing/notumor/Te-no_0024.jpg,notumor,14271,209,234,RGB,JPEG,1fe1db4adc37442001e9e054e3a990efa31b7db7cdb0a3d2711afbf346f9094b,953e7aa06a9939c9,True,
Training,Training/notumor/Tr-no_0276.jpg,notumor,10180,225,225,RGB,JPEG,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,c64f3fb07892612b,True,
Training,Training/notumor/Tr-no_0197.jpg,notumor,10180,225,225,RGB,JPEG,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,c64f3fb07892612b,True,
Training,Training/notumor/Tr-no_1151.jpg,notumor,10180,225,225,RGB,JPEG,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,c64f3fb07892612b,True,
Testing,Testing/notumor/Te-no_0037.jpg,notumor,13087,235,227,RGB,JPEG,220816d55783431f776d10ccd11ebda7aa823602de035f0f07d0d7cd780cfa0f,936c6c3271cea49b,True,
Training,Training/notumor/Tr-no_1093.jpg,notumor,13087,235,227,RGB,JPEG,220816d55783431f776d10ccd11ebda7aa823602de035f0f07d0d7cd780cfa0f,936c6c3271cea49b,True,
Training,Training/notumor/Tr-no_0113.jpg,notumor,13087,235,227,RGB,JPEG,220816d55783431f776d10ccd11ebda7aa823602de035f0f07d0d7cd780cfa0f,936c6c3271cea49b,True,
Training,Training/notumor/Tr-no_0079.jpg,notumor,12856,201,251,RGB,JPEG,23794834130a37699051efa29c29b9af12ae94b6a65d3957d7f9ad667f9bdf0f,c35904281fcb4fcf,True,
Training,Training/notumor/Tr-no_0074.jpg,notumor,12856,201,251,RGB,JPEG,23794834130a37699051efa29c29b9af12ae94b6a65d3957d7f9ad667f9bdf0f,c35904281fcb4fcf,True,
Training,Training/notumor/Tr-no_1072.jpg,notumor,32715,411,501,RGB,JPEG,23a839738271bed355a592894783aaec5b225a7ea883e26b116b63a6edb819a1,d4580aab2f052f3f,True,
Training,Training/notumor/Tr-no_0031.jpg,notumor,32715,411,501,RGB,JPEG,23a839738271bed355a592894783aaec5b225a7ea883e26b116b63a6edb819a1,d4580aab2f052f3f,True,
Testing,Testing/notumor/Te-no_0058.jpg,notumor,13488,236,236,RGB,JPEG,247420d663a2af95266ddfb5c9cd2ee741d2474f300ca0d25809d37f61e9c4df,c46b1b646cb36596,True,
Training,Training/notumor/Tr-no_0322.jpg,notumor,13488,236,236,RGB,JPEG,247420d663a2af95266ddfb5c9cd2ee741d2474f300ca0d25809d37f61e9c4df,c46b1b646cb36596,True,
Training,Training/notumor/Tr-no_0017.jpg,notumor,33378,442,442,RGB,JPEG,24d874e516a3da5ce8ada80135a0a62c8474538f72f098ad9d3e7ff794595f35,977a68a5689661cb,True,
Training,Training/notumor/Tr-no_1058.jpg,notumor,33378,442,442,RGB,JPEG,24d874e516a3da5ce8ada80135a0a62c8474538f72f098ad9d3e7ff794595f35,977a68a5689661cb,True,
Training,Training/meningioma/Tr-me_0176.jpg,meningioma,26281,455,500,RGB,JPEG,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,c4736ead39cc3984,True,
Training,Training/meningioma/Tr-me_0211.jpg,meningioma,26281,455,500,RGB,JPEG,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,c4736ead39cc3984,True,
Training,Training/meningioma/Tr-me_0366.jpg,meningioma,26281,455,500,RGB,JPEG,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,c4736ead39cc3984,True,
Training,Training/notumor/Tr-no_0128.jpg,notumor,13582,236,236,RGB,JPEG,25c13de1f058a3b2d081828fab9a6589ac1feba9a0c3963e8033115e3b9bc2ee,95865e78782d6672,True,
Training,Training/notumor/Tr-no_0137.jpg,notumor,13582,236,236,RGB,JPEG,25c13de1f058a3b2d081828fab9a6589ac1feba9a0c3963e8033115e3b9bc2ee,95865e78782d6672,True,
Training,Training/notumor/Tr-no_0368.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0125.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0120.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0365.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0200.jpg,notumor,40129,853,480,RGB,JPEG,270d8daa78d030858d13b95aad0f59bf3cd78b17a6ab1604e0118342676de60f,9a39656565c636cc,True,
Training,Training/notumor/Tr-no_0194.jpg,notumor,40129,853,480,RGB,JPEG,270d8daa78d030858d13b95aad0f59bf3cd78b17a6ab1604e0118342676de60f,9a39656565c636cc,True,
Training,Training/notumor/Tr-no_0234.jpg,notumor,136631,785,848,RGB,JPEG,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,d14a0fbd6e256964,True,
Training,Training/notumor/Tr-no_0239.jpg,notumor,136631,785,848,RGB,JPEG,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,d14a0fbd6e256964,True,
Training,Training/notumor/Tr-no_1135.jpg,notumor,136631,785,848,RGB,JPEG,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,d14a0fbd6e256964,True,
Training,Training/notumor/Tr-no_0144.jpg,notumor,16776,420,280,RGB,JPEG,280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,ce6c38b634326799,True,
Training,Training/notumor/Tr-no_0294.jpg,notumor,16776,420,280,RGB,JPEG,280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,ce6c38b634326799,True,
Training,Training/notumor/Tr-no_0073.jpg,notumor,14611,233,210,RGB,JPEG,29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,955a363a3ab17361,True,
Training,Training/notumor/Tr-no_0078.jpg,notumor,14611,233,210,RGB,JPEG,29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,955a363a3ab17361,True,
Training,Training/notumor/Tr-no_0150.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0164.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0242.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_1117.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_1126.jpg,notumor,14360,227,262,RGB,JPEG,2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,c13b2ef03d75348c,True,
Training,Training/notumor/Tr-no_0225.jpg,notumor,14360,227,262,RGB,JPEG,2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,c13b2ef03d75348c,True,
Testing,Testing/notumor/Te-no_0090.jpg,notumor,18772,236,268,RGB,JPEG,2c0036409ce103a8668735db595e18d01fbd821ca66e8ef43c77d6a4add544de,c12c0b983f726dab,True,
Training,Training/notumor/Tr-no_0354.jpg,notumor,18772,236,268,RGB,JPEG,2c0036409ce103a8668735db595e18d01fbd821ca66e8ef43c77d6a4add544de,c12c0b983f726dab,True,
Training,Training/notumor/Tr-no_1178.jpg,notumor,12550,235,228,RGB,JPEG,2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,936c6c3271cae49b,True,
Testing,Testing/notumor/Te-no_0046.jpg,notumor,12550,235,228,RGB,JPEG,2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,936c6c3271cae49b,True,
Training,Training/notumor/Tr-no_0202.jpg,notumor,12550,235,228,RGB,JPEG,2c6470345e908770e6f61b6a2e55cc80288f8598149e3b4558a1d79dfdba6c4a,936c6c3271cae49b,True,
Training,Training/notumor/Tr-no_1156.jpg,notumor,15092,208,278,RGB,JPEG,2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,966a6db77a9820d2,True,
Training,Training/notumor/Tr-no_0281.jpg,notumor,15092,208,278,RGB,JPEG,2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,966a6db77a9820d2,True,
Training,Training/notumor/Tr-no_1157.jpg,notumor,4386,150,198,RGB,JPEG,2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,9712197f12fa1b25,True,
Training,Training/notumor/Tr-no_0960.jpg,notumor,4386,150,198,RGB,JPEG,2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,9712197f12fa1b25,True,
Training,Training/notumor/Tr-no_1127.jpg,notumor,127722,1024,1024,RGB,JPEG,2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,c64e6db56cd2342c,True,
Training,Training/notumor/Tr-no_0226.jpg,notumor,127722,1024,1024,RGB,JPEG,2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,c64e6db56cd2342c,True,
Training,Training/notumor/Tr-no_0369.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0117.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0131.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_1095.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0366.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-noTr_0002.jpg,notumor,41675,605,613,RGB,JPEG,303c5c415fc8be331907a13c78d499fa000f24788fab65f7c9171c448978b09f,974a7e2178b53865,True,
Training,Training/notumor/Tr-no_1059.jpg,notumor,41675,605,613,RGB,JPEG,303c5c415fc8be331907a13c78d499fa000f24788fab65f7c9171c448978b09f,974a7e2178b53865,True,
Training,Training/notumor/Tr-noTr_0006.jpg,notumor,41446,400,442,RGB,JPEG,37d13e11e66c736b2174792a44b897777f212e935d5c74141ced8dc58d610672,d26f2fb13092669c,True,
Training,Training/notumor/Tr-no_1047.jpg,notumor,41446,400,442,RGB,JPEG,37d13e11e66c736b2174792a44b897777f212e935d5c74141ced8dc58d610672,d26f2fb13092669c,True,
Testing,Testing/notumor/Te-no_0017.jpg,notumor,14040,212,236,RGB,JPEG,39c0884fa9dfa4bf3e2464f41480e240ad7db4eded8a5b1ced54c772956746e1,95386f616a873d98,True,
Training,Training/notumor/Tr-no_1159.jpg,notumor,14040,212,236,RGB,JPEG,39c0884fa9dfa4bf3e2464f41480e240ad7db4eded8a5b1ced54c772956746e1,95386f616a873d98,True,
Testing,Testing/pituitary/Te-pi_0044.jpg,pituitary,26863,512,512,RGB,JPEG,39f4f7b252d7809d8d3d2e4521607de2195bf0f66c0592587b1cebd632aac640,c5673e5868b435c3,True,
Training,Training/pituitary/Tr-pi_0664.jpg,pituitary,26863,512,512,RGB,JPEG,39f4f7b252d7809d8d3d2e4521607de2195bf0f66c0592587b1cebd632aac640,c5673e5868b435c3,True,
Training,Training/notumor/Tr-no_0165.jpg,notumor,14958,232,217,RGB,JPEG,3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,c33f2d70359319cc,True,
Training,Training/notumor/Tr-no_1118.jpg,notumor,14958,232,217,RGB,JPEG,3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,c33f2d70359319cc,True,
Training,Training/notumor/Tr-no_1073.jpg,notumor,17096,224,286,RGB,JPEG,3e66ecd9f2d07394ea13b8f2ce9212677a14aea1066e13a1445b00cbc59b998e,d04e1bba3ee43b60,True,
Training,Training/notumor/Tr-no_0032.jpg,notumor,17096,224,286,RGB,JPEG,3e66ecd9f2d07394ea13b8f2ce9212677a14aea1066e13a1445b00cbc59b998e,d04e1bba3ee43b60,True,
Testing,Testing/pituitary/Te-piTr_0001.jpg,pituitary,34172,512,512,RGB,JPEG,3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,d14e1aed3c697c24,True,
Training,Training/pituitary/Tr-pi_0516.jpg,pituitary,34172,512,512,RGB,JPEG,3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,d14e1aed3c697c24,True,
Training,Training/pituitary/Tr-pi_0518.jpg,pituitary,34172,512,512,RGB,JPEG,3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,d14e1aed3c697c24,True,
Training,Training/pituitary/Tr-pi_0517.jpg,pituitary,34172,512,512,RGB,JPEG,3e802dd22f483ce4d442fe2c7f1890c1c810ec8c1131b364fd4e4593bf0f268a,d14e1aed3c697c24,True,
Training,Training/notumor/Tr-no_1063.jpg,notumor,27719,332,442,RGB,JPEG,3fcd47df13022dff9310847e66344a301655fc62a565598336433f9c098e5074,d11a1aa57f832d56,True,
Training,Training/notumor/Tr-no_0018.jpg,notumor,27719,332,442,RGB,JPEG,3fcd47df13022dff9310847e66344a301655fc62a565598336433f9c098e5074,d11a1aa57f832d56,True,
Training,Training/notumor/Tr-no_0122.jpg,notumor,20463,236,236,RGB,JPEG,413708f4f5a9e003997c5c966035431a1bd741b16cde99a42ca6155cccf8f17d,d11b2e7839e63199,True,
Training,Training/notumor/Tr-no_0119.jpg,notumor,20463,236,236,RGB,JPEG,413708f4f5a9e003997c5c966035431a1bd741b16cde99a42ca6155cccf8f17d,d11b2e7839e63199,True,
Testing,Testing/notumor/Te-noTr_0007.jpg,notumor,7577,236,236,RGB,JPEG,41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,96696996659b926c,True,
Training,Training/notumor/Tr-no_1089.jpg,notumor,7577,236,236,RGB,JPEG,41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,96696996659b926c,True,
Testing,Testing/notumor/Te-no_0088.jpg,notumor,7577,236,236,RGB,JPEG,41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,96696996659b926c,True,
Training,Training/notumor/Tr-no_0352.jpg,notumor,7577,236,236,RGB,JPEG,41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,96696996659b926c,True,
