source_split,filepath,label,file_size_bytes,width,height,mode,format,sha256,phash,valid_image,error
Training,Training/notumor/Tr-no_1173.jpg,notumor,16812,235,261,RGB,JPEG,1cc081e753d825a7a043b7968fa48c166d3518426790468025d6674794791327,811e4e381bf53d74,True,
Testing,Testing/notumor/Te-no_0014.jpg,notumor,16812,235,261,RGB,JPEG,1cc081e753d825a7a043b7968fa48c166d3518426790468025d6674794791327,811e4e381bf53d74,True,
Training,Training/notumor/Tr-no_0059.jpg,notumor,15035,235,261,RGB,JPEG,ad2f2c46d23d4c56b1848b62b38b5b4288e28e3ec7872235a6597b0def7171fb,811e4e381bf53d74,True,
Testing,Testing/meningioma/Te-me_0016.jpg,meningioma,23465,290,339,RGB,JPEG,fb2b0e33367c6b46c5aee62ff7fa335a1cd7f185792e84090f8a62e722d91d8b,811e63e81eb50bf9,True,
Training,Training/meningioma/Tr-me_0183.jpg,meningioma,20927,290,339,RGB,JPEG,7e93bc227b48e72c38365bbc077e3ac58b5be977cce4a752e09df9f1402c22fb,811e63e81eb50bf9,True,
Testing,Testing/meningioma/Te-me_0041.jpg,meningioma,23802,290,342,RGB,JPEG,d42c2063d877d317380155375c55a3f736e1202e404cbfa0d4507bef3350f4e3,811e63e81eb50fe9,True,
Training,Training/meningioma/Tr-me_0220.jpg,meningioma,21232,290,342,RGB,JPEG,eb9fb089c64c264e1b69fa99df94d15eaeea7fe1e1abf02067a54bb2c7831900,811e63e81eb50fe9,True,
Training,Training/meningioma/Tr-me_0204.jpg,meningioma,37460,630,423,RGB,JPEG,a70f40c8cfc4a3811c80f6f00cc80d890c602ccdd5cb610c4e77db115e2195c1,811f5e722e6b6c19,True,
Testing,Testing/meningioma/Te-me_0024.jpg,meningioma,51353,630,423,RGB,JPEG,9dcd34c5328623dc7c0f06cbb7598017efbb3b6b59d3a70c099343922290de99,811f5e722e6b6c19,True,
Testing,Testing/notumor/Te-no_0075.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/notumor/Tr-no_1084.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/notumor/Tr-no_0338.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Testing,Testing/notumor/Te-no_0022.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/notumor/Tr-no_0069.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/meningioma/Tr-me_0254.jpg,meningioma,18020,289,354,RGB,JPEG,0393684019b077c8ca1612bffafae672b08a84ed5e66d5290eb93d541a9face9,815a5f28669d6997,True,
Testing,Testing/meningioma/Te-me_0076.jpg,meningioma,20107,289,354,RGB,JPEG,d50fe37de5cb0b6f97374864487a719fcaaca4e9ede3ef711b623314d64cdbc9,815a5f28669d6997,True,
Training,Training/meningioma/Tr-me_0208.jpg,meningioma,16260,286,356,RGB,JPEG,32e43c129cf6fef5fecb82419213685e652d4dbc524f7c7f9d11c42b91c28fa9,815a5f28669d6a97,True,
Testing,Testing/meningioma/Te-me_0028.jpg,meningioma,18704,286,356,RGB,JPEG,deb3cf8255416bd3f24f48f7159965f9e48b5b346e5b22a41b11f8a7f22edec7,815a5f28669d6a97,True,
Training,Training/notumor/Tr-no_0686.jpg,notumor,10754,201,250,RGB,JPEG,124087407d6963f06d54d44a9dbfd710fcd127aa2dc7e57080d0a238b7a16499,815b1fb87a9178c5,True,
Training,Training/notumor/Tr-no_0491.jpg,notumor,11727,201,250,RGB,JPEG,17250b18504f8760546d80281cb9d618e6f2af747cec2a19dd3bb1b1f165de8b,815b1fb87a9178c5,True,
Training,Training/meningioma/Tr-me_0242.jpg,meningioma,14166,257,248,RGB,JPEG,3dda830ebaa3389847012b51952891707f147df53645461c849dda635a9bb3dc,815e5f2a70e957a1,True,
Testing,Testing/meningioma/Te-me_0063.jpg,meningioma,15615,257,248,RGB,JPEG,56cf9f66248d14af34d23eaa420b0c509a94f19c63b1937f8bf63f92cca301f5,815e5f2a70e957a1,True,
Training,Training/notumor/Tr-no_0865.jpg,notumor,8829,230,282,RGB,JPEG,158d04e6d973c091b89089703626b1eb39b0ebc73d43356b6cb1524f89b28a4b,816f3fb06c9530c7,True,
Training,Training/notumor/Tr-no_0993.jpg,notumor,24645,230,282,RGB,JPEG,c9687992fb9b08ab473b261f402dcf5c196db74f8f5b0a68a8dde724e6a58280,816f3fb06c9530c7,True,
Training,Training/notumor/Tr-no_1099.jpg,notumor,8756,230,282,RGB,JPEG,1b7214f86e5142ba4e52fbf7c0aa24b059e0896cf664df6b6236dc8960ac75dd,816f3fb06c9530c7,True,
Training,Training/notumor/Tr-no_0673.jpg,notumor,12599,201,251,RGB,JPEG,26d57c2158c803a1e1683354525072f0301845385a7df32fbd1de32a4b2636e0,81781e277adb6983,True,
Training,Training/notumor/Tr-no_1222.jpg,notumor,12245,201,251,RGB,JPEG,138da28f706b893f2bbc65877117e7c456ff3df7d406b2b065a710027b92c050,81781e277adb6983,True,
Testing,Testing/notumor/Te-no_0160.jpg,notumor,13048,201,251,RGB,JPEG,db193111173bc29f760b6725849a428f52c22eb55d4382f94da57c5c22afe1df,81781e277adb6983,True,
Training,Training/notumor/Tr-no_0242.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_1117.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0164.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0150.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Testing,Testing/notumor/Te-no_0165.jpg,notumor,13120,201,251,RGB,JPEG,2c18fb6c05afadaa3c57633d3f42a9f375c8677c0ff79afa7d13206d7c50a3ce,81971ed87a24797c,True,
Training,Training/notumor/Tr-no_0809.jpg,notumor,39175,359,449,RGB,JPEG,6287138379cb2fc7b382859b04d591ea8e94ab04fd3d0903282887fd5d5b04c7,81971ed87a24797c,True,
Training,Training/notumor/Tr-no_1213.jpg,notumor,11012,201,250,RGB,JPEG,22172f933e947add6f66a689d6924fc7dbfbe7824d31779d5755e4c5a2faf349,81a41f477a6e783a,True,
Training,Training/notumor/Tr-no_0675.jpg,notumor,11428,201,250,RGB,JPEG,6c634cc4ac61fe526e6dbec903195ac33e498cf60906e1f6e143a588796bc636,81a41f477a6e783a,True,
Training,Training/notumor/Tr-no_0506.jpg,notumor,11680,201,250,RGB,JPEG,d0b2c7cb1685a4b89a7200e4a40ee87daa31a0e512b2084867706f68c9469126,81a41f477a6e783a,True,
Training,Training/notumor/Tr-no_0323.jpg,notumor,15427,207,225,RGB,JPEG,e34e448b7509d16d43c6a6505995cdbb7bf6b2ad29ee09a37ec740c8494f74e3,81a75f59da923962,True,
Training,Training/notumor/Tr-no_0966.jpg,notumor,15427,207,225,RGB,JPEG,e34e448b7509d16d43c6a6505995cdbb7bf6b2ad29ee09a37ec740c8494f74e3,81a75f59da923962,True,
Testing,Testing/notumor/Te-no_0059.jpg,notumor,15427,207,225,RGB,JPEG,e34e448b7509d16d43c6a6505995cdbb7bf6b2ad29ee09a37ec740c8494f74e3,81a75f59da923962,True,
Training,Training/notumor/Tr-no_0585.jpg,notumor,8948,230,282,RGB,JPEG,52dc429fb29de569bd64c1c891117f01f6c27d7dcc2d7b514aaad4a657cd170b,81b43f4f6c6e3039,True,
Training,Training/notumor/Tr-no_1456.jpg,notumor,8681,230,282,RGB,JPEG,c75e3a81c47a1fe7741c595eccc96456a9e40abe992e9ba537ba52de622bbdc7,81b43f4f6c6e3039,True,
Testing,Testing/meningioma/Te-me_0051.jpg,meningioma,23280,330,355,RGB,JPEG,6ad191b6525adf85064c08ec3ab520ca7fc28acb73bd31781d54d8e03315e139,81d0175bb22ee66e,True,
Training,Training/meningioma/Tr-me_0230.jpg,meningioma,20661,330,355,RGB,JPEG,7aed0c5305f66cb3c67a0d617ef6e73e3f965cff91bedcc3bc074fba768d152e,81d0175bb22ee66e,True,
Training,Training/meningioma/Tr-me_0189.jpg,meningioma,25681,369,398,RGB,JPEG,d3dc17e9beb57b30ad2dee3323cb2a7a7e893bcc0666b7938600f71decf5fb39,81e0566f3d257e34,True,
Testing,Testing/meningioma/Te-me_0048.jpg,meningioma,29322,369,398,RGB,JPEG,ca02d2e726540598237ff366f8a9d4078f5f045bc85b2a996c8c044228fb8cf7,81e0566f3d257e34,True,
Training,Training/notumor/Tr-no_1397.jpg,notumor,9557,200,252,RGB,JPEG,eedbd031170773347d9faca9626b34b82c3f989aa8a0890f76e95248e12608fc,820f1db81bf03bf1,True,
Training,Training/notumor/Tr-no_1559.jpg,notumor,9474,200,252,RGB,JPEG,c20b650777309dcebeeab766f3988746a135788d94c4e250b42f6a5a46443bde,820f1db81bf03bf1,True,
Training,Training/notumor/Tr-no_1393.jpg,notumor,8893,201,251,RGB,JPEG,b12a59c1d52b2588972e8ee936e0cebba985e5c126b19c46c93d12c1a9170b4b,825d75aa47b89669,True,
Training,Training/notumor/Tr-no_1556.jpg,notumor,8624,201,251,RGB,JPEG,d1c6f44347a418bce190770dabb1406863a2fba31fe5624a82d5728d2edb415f,825d75aa47b89669,True,
Training,Training/notumor/Tr-no_0414.jpg,notumor,8800,201,251,RGB,JPEG,e14c98975c713efa6057723a4d1b5c8fabe76bde9a82528ad61e8099b8fcd8d1,825d75aa47b89669,True,
Training,Training/notumor/Tr-no_0917.jpg,notumor,14068,201,251,RGB,JPEG,1e044e724e7a39067eb86dd8df724afc45fa6a7eb1a8254f9faf4056d73a14fd,825d75aa47b89669,True,
Testing,Testing/notumor/Te-no_0394.jpg,notumor,10588,194,259,RGB,JPEG,c5db9542e1109eae3a41e8c86617bc8641275991d0c96c642d80f725d8ed9265,82667b0d2db3711b,True,
Testing,Testing/notumor/Te-no_0325.jpg,notumor,10511,194,259,RGB,JPEG,607c82b15de2a706845aed2b626f063763fb088650568ff9d90045fc607bf4e3,82667b0d2db3711b,True,
Training,Training/notumor/Tr-no_1386.jpg,notumor,10497,194,259,RGB,JPEG,410e3ae47ad56ed269b81be74e42519dfaba661fd9429449b21dc0d505533bb9,82997bb22d487de4,True,
Testing,Testing/notumor/Te-no_0113.jpg,notumor,10532,194,259,RGB,JPEG,0535faef8329085b1e6421d9f17e8c7f83127816140323e531c923fe8003c42f,82997bb22d487de4,True,
Training,Training/notumor/Tr-no_1583.jpg,notumor,8928,201,251,RGB,JPEG,62751f230f31f89e713503b6d54027643d05cba54992afce10716efb4e013272,82a2755557479796,True,
Training,Training/notumor/Tr-no_1357.jpg,notumor,8901,201,251,RGB,JPEG,fbaa8d065f778f2b7e1b7723351fcbd2347756bc00a0c7b5860906bcb8af68cd,82a2755557479796,True,
Testing,Testing/notumor/Te-no_0400.jpg,notumor,10142,200,252,RGB,JPEG,18947ac94e2b34115816ad609b3945088b7df2d66328fb923bd2bd4b126813ba,82f01d571a5f3a4e,True,
Training,Training/notumor/Tr-no_1361.jpg,notumor,10186,200,252,RGB,JPEG,384faba98e97f13d58c91f82db66f2c6588b9fc1639d6498feec62604f45ec5e,82f01d571a5f3a4e,True,
Training,Training/meningioma/Tr-me_0239.jpg,meningioma,10523,217,232,RGB,JPEG,e06cbd846ceb5fc12ef5b7407d421fe2ed2641de68cdfc6ba64ea4bfa85d8fcc,841b57797a9668d2,True,
Testing,Testing/meningioma/Te-me_0060.jpg,meningioma,14216,217,232,RGB,JPEG,a147b1910d63258713da833522f6e321bed28401314d5248fbab73df9a46bcac,841b57797a9668d2,True,
Testing,Testing/notumor/Te-no_0089.jpg,notumor,15401,218,234,RGB,JPEG,d08b052913eb262dfd31fdd6d7ca904c5343087cdc458ca928c9e85bf41bf388,84385f317a3439f3,True,
Training,Training/notumor/Tr-no_0969.jpg,notumor,15401,218,234,RGB,JPEG,d08b052913eb262dfd31fdd6d7ca904c5343087cdc458ca928c9e85bf41bf388,84385f317a3439f3,True,
Training,Training/notumor/Tr-no_0353.jpg,notumor,15401,218,234,RGB,JPEG,d08b052913eb262dfd31fdd6d7ca904c5343087cdc458ca928c9e85bf41bf388,84385f317a3439f3,True,
Training,Training/notumor/Tr-no_0367.jpg,notumor,16055,236,221,RGB,JPEG,fc8747011cb29cb94b758e4c23df80e621617dea8ac55797640db236d8223bad,843b667d3a865a3a,True,
Training,Training/notumor/Tr-no_0134.jpg,notumor,16144,236,222,RGB,JPEG,ab198f545810b5a1455ffd1a56e82d1acbf5a22230bc2dea24c92d5ec73af1eb,843b667d3a865a3a,True,
Training,Training/notumor/Tr-no_0308.jpg,notumor,35854,409,442,RGB,JPEG,da9ef6cef60bdcf63e1cb2c07ebe5bfb5a1c08c74dadf280915d55d7c3e36d9a,844a4f2d7e257c71,True,
Training,Training/notumor/Tr-no_1014.jpg,notumor,41544,409,442,L,JPEG,79d7586597473b154fa184970a2b90b41dc65e931356111c1a57620cc0ebccb4,844a4f2d7e257c71,True,
Training,Training/notumor/Tr-no_1164.jpg,notumor,35854,409,442,RGB,JPEG,da9ef6cef60bdcf63e1cb2c07ebe5bfb5a1c08c74dadf280915d55d7c3e36d9a,844a4f2d7e257c71,True,
Testing,Testing/meningioma/Te-me_0038.jpg,meningioma,12491,204,249,RGB,JPEG,cdc4d724a668388abc3657213ea91c3e8d849b2c7e155dc4676ca38a4396b618,844e46ef3b313b31,True,
Training,Training/meningioma/Tr-me_0217.jpg,meningioma,11006,204,249,RGB,JPEG,7cfaba22355b770b309b9e019fb8a86ad4e3f22f16c00b6c003940435bb8a913,844e46ef3b313b31,True,
Training,Training/meningioma/Tr-me_0277.jpg,meningioma,10902,211,239,RGB,JPEG,2e27f1fa36558c2356b50a6f437d33f07c9187b3adcba56977e04aa6f30b3d68,844e5fba5ab26887,True,
Testing,Testing/meningioma/Te-me_0100.jpg,meningioma,14670,211,239,RGB,JPEG,3f176b81b6978f4ba31f8414f7169886e0f8774ff831551d58929832c593e5cd,844e5fba5ab26887,True,
Testing,Testing/notumor/Te-no_0397.jpg,notumor,10177,200,252,RGB,JPEG,0b0bf0e95c3c2e2ffeebc744653a947a1ec2010a84e777c430bc1c0eb0b4e132,84bc4a502f3c78fb,True,
Training,Training/notumor/Tr-no_1356.jpg,notumor,10349,200,252,RGB,JPEG,bce62a8ea2cf130bcf91de7c03c2c6e9c8e93d4f0b0fd07915dcc493a5af0b52,84bc4a502f3c78fb,True,
Training,Training/notumor/Tr-no_0516.jpg,notumor,28313,380,530,RGB,JPEG,7087d682b94b0a82180650da2e29a129588f3e6a479fe942783cb5cd99708941,84e43e3f70b36199,True,
Testing,Testing/notumor/Te-no_0198.jpg,notumor,19156,380,530,RGB,JPEG,ab913d73a29f0bcead33685b0b0aa29a17fdcfc8d1a007e947036dba8b3e5385,84e43e3f70b36199,True,
Testing,Testing/notumor/Te-no_0322.jpg,notumor,18895,380,530,RGB,JPEG,83247f5e7555d6c1460155fa86831957dc168b9aefa161ad4d4697348e6b3f9a,84e43f3f70b16199,True,
Training,Training/notumor/Tr-no_0478.jpg,notumor,18734,380,530,RGB,JPEG,6cbb1f1cf0aa91c28f78bbc17fe11b65af8d21f071e4f8c7c0fc3982a36e068b,84e43f3f70b16199,True,
Training,Training/meningioma/Tr-me_0222.jpg,meningioma,30960,416,395,RGB,JPEG,44c5b942e58c6d70f1c96fdc7c9b3a0b960c2d41bb74546d96006f8d588c9b03,85181f7f62376e21,True,
Testing,Testing/meningioma/Te-me_0043.jpg,meningioma,34945,416,395,RGB,JPEG,64d6885599aa04ff6a12e8f961437ba39c355f66f67beac2992daedcf2f6e20e,85181f7f62376e21,True,
Testing,Testing/meningioma/Te-me_0055.jpg,meningioma,37338,411,396,RGB,JPEG,862b1e94cca563591845710664be57fa2ce1bc18f317233d285f5b396c6cd27c,85181f7f62377e20,True,
Training,Training/meningioma/Tr-me_0234.jpg,meningioma,34017,411,396,RGB,JPEG,b6004e9d2015cbe1793941034ee633464ae0b57b9d91f01fdd1581640330a86d,85181f7f62377e20,True,
Training,Training/notumor/Tr-no_1144.jpg,notumor,37869,267,328,RGB,JPEG,b19b70050792743117c0ca8237e721b433a3d76b7cd1ae7e2bfaa50f73985957,852c5af06697799a,True,
Training,Training/notumor/Tr-no_0248.jpg,notumor,37869,267,328,RGB,JPEG,b19b70050792743117c0ca8237e721b433a3d76b7cd1ae7e2bfaa50f73985957,852c5af06697799a,True,
Training,Training/notumor/Tr-no_0413.jpg,notumor,9879,200,252,RGB,JPEG,6f52961b316f3072bcc798a1178866f44d3f601ee1b5527dfa51907d02a95699,85434baf2fc37d04,True,
Testing,Testing/notumor/Te-no_0337.jpg,notumor,9869,200,252,RGB,JPEG,3a7d8f1f3d8918535f9c0c635eeb1c11988e7535e92b7900456233ea4f751658,85434baf2fc37d04,True,
Training,Training/notumor/Tr-no_0251.jpg,notumor,12914,221,257,RGB,JPEG,c515996f4519dbd88019480d9e6442c71bc2513a7e2cb35a776b56af27b1021a,85471ee97f252895,True,
Testing,Testing/notumor/Te-no_0102.jpg,notumor,12914,221,257,RGB,JPEG,c515996f4519dbd88019480d9e6442c71bc2513a7e2cb35a776b56af27b1021a,85471ee97f252895,True,
Training,Training/notumor/Tr-no_1377.jpg,notumor,13101,215,234,RGB,JPEG,d5cd4bb740e0745035d1d702d7e75fb1053386f06d8d08955f97b4f7b4568f3f,854e7ae968376178,True,
Training,Training/notumor/Tr-no_0630.jpg,notumor,13260,215,234,RGB,JPEG,e20e0cca5af11c4f3b33f20cfe2de85a04c747bda579d8d0cb16d05e523deb06,854e7ae968376178,True,
Training,Training/notumor/Tr-no_1129.jpg,notumor,11761,212,222,RGB,JPEG,bd5b12c433485230720aa33032e1f6bd089702090481d7e56dccfa43435d6950,855e7aa16a276935,True,
Training,Training/notumor/Tr-no_0171.jpg,notumor,11761,212,222,RGB,JPEG,bd5b12c433485230720aa33032e1f6bd089702090481d7e56dccfa43435d6950,855e7aa16a276935,True,
Training,Training/notumor/Tr-no_1389.jpg,notumor,8353,235,214,RGB,JPEG,77c03bf0bdbf7d7f70c89b85855d4d3a299bb0bcc74f931641d9620b274e9e0b,855e7ae0796136a5,True,
Training,Training/notumor/Tr-no_1552.jpg,notumor,8214,235,214,RGB,JPEG,e81dc213af82dd767843da1fece52fc410277aac66c908607b6fabfe139e0746,855e7ae0796136a5,True,
Training,Training/notumor/Tr-no_0412.jpg,notumor,8287,235,214,RGB,JPEG,46896e51c880f82814f80ba9176c246e64c25ea3f2c8a001e6198a70f9a2418f,855e7ae0796136a5,True,
Training,Training/notumor/Tr-no_1097.jpg,notumor,6401,215,234,RGB,JPEG,4de73fbc94cb122829e9387d79a8260ac35bbf5f63e835c61764fb14cdbe2dfe,855e7ae168376178,True,
Training,Training/notumor/Tr-no_0803.jpg,notumor,8250,215,234,RGB,JPEG,29dcd488818a1514200cd3bf27074d3ce9f54aab05e04e736e5493f97f2d841c,855e7ae168376178,True,
Training,Training/notumor/Tr-no_0702.jpg,notumor,8295,215,234,RGB,JPEG,534da970738cf2897d8fa9a9b5e36a4a45f674018a4cd51756aea4a5241907d8,855e7ae168376178,True,
Training,Training/notumor/Tr-no_0552.jpg,notumor,8681,215,234,RGB,JPEG,9abfd64736b07d86d5b188f0757e5ac7b57429b6d11ca46d072d90fff2b592b6,855e7ae168376178,True,
Training,Training/notumor/Tr-no_1453.jpg,notumor,8955,212,238,RGB,JPEG,a55539d13d137f43a7af01f6ad97a8a88b4e495fbe9d0a5803611c908b03f5a2,85695a156ef63992,True,
Training,Training/notumor/Tr-no_0584.jpg,notumor,9258,212,238,RGB,JPEG,425c40074835a12e058bcc81694b824021ecc04363fb21cc3c91fe04163bd64b,85695a156ef63992,True,
Training,Training/notumor/Tr-no_1455.jpg,notumor,17433,350,393,RGB,JPEG,e22d67d921a2663d6bf14de06248488fcc2feb8984ba1fd2a3951f02057b3206,85695a156ef63992,True,
Testing,Testing/notumor/Te-no_0274.jpg,notumor,10709,227,222,RGB,JPEG,280636ea1e5488c70436db9f892bfacbb86840a995599d258f82c6fb71b558ec,856a5ba57ab42996,True,
Training,Training/notumor/Tr-no_1483.jpg,notumor,28630,428,417,RGB,JPEG,a1661a8202874ff2a6a244a3e1a96978a7d994b30b9ce857a3e677089295f72e,856a5ba57ab42996,True,
