source_split,filepath,label,file_size_bytes,width,height,mode,format,sha256,phash,valid_image,error
Training,Training/notumor/Tr-no_0078.jpg,notumor,14611,233,210,RGB,JPEG,29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,955a363a3ab17361,True,
Training,Training/notumor/Tr-no_0079.jpg,notumor,12856,201,251,RGB,JPEG,23794834130a37699051efa29c29b9af12ae94b6a65d3957d7f9ad667f9bdf0f,c35904281fcb4fcf,True,
Training,Training/notumor/Tr-no_0081.jpg,notumor,21850,236,366,RGB,JPEG,f3ce33b26a3784299fc2bc72215752b531bb1ff11e9b65dc39376039f8809f64,b1560cc51ce52afe,True,
Training,Training/notumor/Tr-no_0122.jpg,notumor,20463,236,236,RGB,JPEG,413708f4f5a9e003997c5c966035431a1bd741b16cde99a42ca6155cccf8f17d,d11b2e7839e63199,True,
Training,Training/notumor/Tr-no_0123.jpg,notumor,17506,236,236,RGB,JPEG,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,954a46797aa67859,True,
Training,Training/notumor/Tr-no_0125.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0130.jpg,notumor,18352,236,236,RGB,JPEG,8c7a08207a2f8e5bf03ed590b3a482491a6abeb9b233a40604f3422065424112,958b6e3829e46979,True,
Training,Training/notumor/Tr-no_0131.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0132.jpg,notumor,18352,236,236,RGB,JPEG,8c7a08207a2f8e5bf03ed590b3a482491a6abeb9b233a40604f3422065424112,958b6e3829e46979,True,
Training,Training/notumor/Tr-no_0136.jpg,notumor,17506,236,236,RGB,JPEG,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,954a46797aa67859,True,
Training,Training/notumor/Tr-no_0137.jpg,notumor,13582,236,236,RGB,JPEG,25c13de1f058a3b2d081828fab9a6589ac1feba9a0c3963e8033115e3b9bc2ee,95865e78782d6672,True,
Training,Training/notumor/Tr-no_0143.jpg,notumor,38799,428,417,RGB,JPEG,ac76ca3b933520e9519c3fa096e38e281e467ae4bda0412daa34cb966954ff68,856a5ba57ab50996,True,
Training,Training/notumor/Tr-no_0149.jpg,notumor,38799,428,417,RGB,JPEG,ac76ca3b933520e9519c3fa096e38e281e467ae4bda0412daa34cb966954ff68,856a5ba57ab50996,True,
Training,Training/notumor/Tr-no_0159.jpg,notumor,28313,350,350,RGB,JPEG,43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,956a6e35383332ce,True,
Training,Training/notumor/Tr-no_0164.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0181.jpg,notumor,69322,655,602,RGB,JPEG,f9ab73351fe5dd8b0cac9d28282c9faff3f83bb3aad1a4fb2769c6e94cb25eb4,954b1e790afe6918,True,
Training,Training/notumor/Tr-no_0182.jpg,notumor,14368,201,251,RGB,JPEG,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_0187.jpg,notumor,10979,225,225,RGB,JPEG,840e12a9d0fc509d61fab11db74d1716234312bd96939b632e19b8f102ace3cf,876a7e31789568c6,True,
Training,Training/notumor/Tr-no_0189.jpg,notumor,72192,926,649,RGB,JPEG,ca0417b4c4dc6ac92ebdeeb71231b1a60a16299d04b7735c1bf725aa0649d8c2,950f453b0ee77630,True,
Training,Training/notumor/Tr-no_0200.jpg,notumor,40129,853,480,RGB,JPEG,270d8daa78d030858d13b95aad0f59bf3cd78b17a6ab1604e0118342676de60f,9a39656565c636cc,True,
Training,Training/notumor/Tr-no_0219.jpg,notumor,111486,755,824,RGB,JPEG,cc336bb30a64c66a0897e048331ca9818b553b8d0c313ed4980971c5b8ea1b46,9443481f6b691f6d,True,
Training,Training/notumor/Tr-no_0222.jpg,notumor,19344,220,275,RGB,JPEG,5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_0223.jpg,notumor,12710,201,250,RGB,JPEG,e9a63334af63a2ec8cab2149ec091466c60df5fe115cf36cc30c9304dacbb376,805b1ff87a9168cd,True,
Training,Training/notumor/Tr-no_0229.jpg,notumor,8733,225,225,RGB,JPEG,fd701e8cdd7a47b2b7198334e09d7947edf3d2efdd68b73b8d47282256f9f475,907a6fc56d92344d,True,
Training,Training/notumor/Tr-no_0235.jpg,notumor,11184,236,251,RGB,JPEG,733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,d03b2be92de43cc2,True,
Training,Training/notumor/Tr-no_0237.jpg,notumor,80949,1000,583,RGB,JPEG,5f51fecec97f1264f4cb6a9f7d0d847f17e49033ec034b11d2cc5c8b79ba6519,cecb2ca5393c3334,True,
Training,Training/notumor/Tr-no_0239.jpg,notumor,136631,785,848,RGB,JPEG,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,d14a0fbd6e256964,True,
Training,Training/notumor/Tr-no_0242.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_0257.jpg,notumor,12598,236,236,RGB,JPEG,6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,d2364f686c7134b3,True,
Training,Training/notumor/Tr-no_0267.jpg,notumor,33685,512,512,RGB,JPEG,ca5a51914cad005d72af57fa6c9142fc9d650ca06ba23f3e839991c3fa4c8b36,ce393dc6308d369a,True,
Training,Training/notumor/Tr-no_0268.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0270.jpg,notumor,165993,850,872,RGB,JPEG,e3ea07d69e4b3242a2bc56046a2c9547c6e15d8169d3bdad7d4f8f9baf2a2442,904b7b156d4eb46c,True,
Training,Training/notumor/Tr-no_0276.jpg,notumor,10180,225,225,RGB,JPEG,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,c64f3fb07892612b,True,
Training,Training/notumor/Tr-no_0279.jpg,notumor,11184,236,251,RGB,JPEG,733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,d03b2be92de43cc2,True,
Training,Training/notumor/Tr-no_0282.jpg,notumor,19344,220,275,RGB,JPEG,5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_0291.jpg,notumor,12060,236,236,RGB,JPEG,d07ac7d4c62a45c3ca88e4b57cf485acd22b5d5f5e519110f769eb0cd9169d47,c29b0f703d6330cf,True,
Training,Training/notumor/Tr-no_0294.jpg,notumor,16776,420,280,RGB,JPEG,280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,ce6c38b634326799,True,
Training,Training/notumor/Tr-no_0298.jpg,notumor,61345,630,630,RGB,JPEG,72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,c74f3fb078926129,True,
Training,Training/notumor/Tr-no_0324.jpg,notumor,12060,236,236,RGB,JPEG,d07ac7d4c62a45c3ca88e4b57cf485acd22b5d5f5e519110f769eb0cd9169d47,c29b0f703d6330cf,True,
Training,Training/notumor/Tr-no_0332.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0336.jpg,notumor,15347,236,262,RGB,JPEG,7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,c36e1e6169383cb3,True,
Training,Training/notumor/Tr-no_0338.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/notumor/Tr-no_0341.jpg,notumor,10709,234,218,RGB,JPEG,c3f2d52e1a996bea716774c0051492202d3bdf76fdb53f9ade2b5c6289a6cb36,96386de536c63097,True,
Training,Training/notumor/Tr-no_0344.jpg,notumor,19344,220,275,RGB,JPEG,5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_0345.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_0347.jpg,notumor,15159,236,260,RGB,JPEG,9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,963c68c331c7b798,True,
Training,Training/notumor/Tr-no_0350.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0362.jpg,notumor,16209,236,257,RGB,JPEG,76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,c23e68e82fe11aa7,True,
Training,Training/notumor/Tr-no_0365.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0366.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0368.jpg,notumor,20545,236,269,RGB,JPEG,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,c00f3b202f9bb56e,True,
Training,Training/notumor/Tr-no_0369.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_0370.jpg,notumor,14989,236,220,RGB,JPEG,9a1a7d12c935c0029511710dba377c2d37ecf4924ec19c1644b6116b48c33610,95da5e394acc3998,True,
Training,Training/notumor/Tr-no_0373.jpg,notumor,15159,236,260,RGB,JPEG,9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,963c68c331c7b798,True,
Training,Training/notumor/Tr-no_0394.jpg,notumor,11990,236,231,RGB,JPEG,9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,c26d2d343dc3719a,True,
Training,Training/notumor/Tr-no_0962.jpg,notumor,29392,364,418,RGB,JPEG,682871b3c7250e0c56b28688840ac15101ec847a891e0b2d2cb72f0436ff8073,d14e0aad6f304f65,True,
Training,Training/notumor/Tr-no_0964.jpg,notumor,16956,236,295,RGB,JPEG,ff1df5849a35548de3ed553bc8c927511045cce13c42a2159c62f546c52230c9,91565e8b7a9d6158,True,
Training,Training/notumor/Tr-no_0966.jpg,notumor,15427,207,225,RGB,JPEG,e34e448b7509d16d43c6a6505995cdbb7bf6b2ad29ee09a37ec740c8494f74e3,81a75f59da923962,True,
Training,Training/notumor/Tr-no_0968.jpg,notumor,18147,236,236,RGB,JPEG,5dc458fca643f408eb0da30575e47f363f70ce78a3a14f1b8452139696512b00,954a5ead69c5619c,True,
Training,Training/notumor/Tr-no_0969.jpg,notumor,15401,218,234,RGB,JPEG,d08b052913eb262dfd31fdd6d7ca904c5343087cdc458ca928c9e85bf41bf388,84385f317a3439f3,True,
Training,Training/notumor/Tr-no_0970.jpg,notumor,12561,234,225,RGB,JPEG,18cfaf6cee35ef130675d36429a4d0d9d944cef9942c203b01975b7130ff6df5,936c6c3669caa49b,True,
Training,Training/notumor/Tr-no_0971.jpg,notumor,15016,234,225,RGB,JPEG,16bdc3ca286cca1bb4761deeca41c63f5626ac65aff85231686caf5c3897c210,c24f2db4309372db,True,
Training,Training/notumor/Tr-no_0974.jpg,notumor,10600,236,236,RGB,JPEG,4f3c00ef520660295576c472a0cafc9f1bb400d736b352b736966af08bf09235,c63e2de1348bb1c9,True,
Training,Training/notumor/Tr-no_0977.jpg,notumor,16209,236,257,RGB,JPEG,76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,c23e68e82fe11aa7,True,
Training,Training/notumor/Tr-no_0978.jpg,notumor,11990,236,231,RGB,JPEG,9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,c26d2d343dc3719a,True,
Training,Training/notumor/Tr-no_0979.jpg,notumor,12988,236,273,RGB,JPEG,c50e621a36b08a9c2f28e239dc00b27ce321bd8ed715a48ced97515e965473d2,c36b3c9032cbcb2d,True,
Training,Training/notumor/Tr-no_0980.jpg,notumor,35982,354,443,RGB,JPEG,05ec18666c6b751b8845a93824ea25c9bb251606b71f76c0c3875d69e973f72d,c23b3fe22cc13497,True,
Training,Training/notumor/Tr-no_0981.jpg,notumor,12461,235,229,RGB,JPEG,c6d35e130bc719af5e19824979ce640e835635fc495a7383435df8b9aa16b023,d61e2ce1693334cb,True,
Training,Training/notumor/Tr-no_0982.jpg,notumor,13218,236,236,RGB,JPEG,136e27954eca1b7b887f3700f412b2c531153938a0d721d1557a94c3362497c2,857e7aa17887611e,True,
Training,Training/notumor/Tr-no_0984.jpg,notumor,12060,236,236,RGB,JPEG,d07ac7d4c62a45c3ca88e4b57cf485acd22b5d5f5e519110f769eb0cd9169d47,c29b0f703d6330cf,True,
Training,Training/notumor/Tr-no_0985.jpg,notumor,9995,236,263,RGB,JPEG,19d1e5fece32f25cffe40d78ee005f41ff3c2598c7765ed122ffb29518274326,943f7a6069e72592,True,
Training,Training/notumor/Tr-no_0989.jpg,notumor,13753,234,224,RGB,JPEG,4f2893125ab87fc6fcd6cd5388db893efeb9a1a30e59f942e7743144766c78f6,c96d3632698662db,True,
Training,Training/notumor/Tr-no_0994.jpg,notumor,63465,562,592,RGB,JPEG,7f04f0b6fd5821e19cf5a273a540df06a1f6bdcaa63bb235743e274fff825fbd,865e7fa86e204e99,True,
Training,Training/notumor/Tr-no_1008.jpg,notumor,12235,227,222,RGB,JPEG,41efe60c9486d5c559d6ede0449c1da09b12bfbf8241ba4f28c60f82634cfe04,856a5ba57ab50996,True,
Training,Training/notumor/Tr-no_1027.jpg,notumor,31382,452,509,RGB,JPEG,ce8380b51fcf1dbb1347069191fbeabf20712e1b0673efc65c08c87c70b1a1af,861e5ae53c3661cb,True,
Training,Training/notumor/Tr-no_1047.jpg,notumor,41446,400,442,RGB,JPEG,37d13e11e66c736b2174792a44b897777f212e935d5c74141ced8dc58d610672,d26f2fb13092669c,True,
Training,Training/notumor/Tr-no_1050.jpg,notumor,37547,331,406,RGB,JPEG,7d5fb3078f6ed56884ebf8c14928f4e8e05ffd2065cf1b5f4b23cd6dfa3f49ef,80544fab6f813ab7,True,
Training,Training/notumor/Tr-no_1052.jpg,notumor,9387,220,212,RGB,JPEG,88aba8f5a882187bc3df678f2b3a88c6c59cec1c01fb732e5671a5ffb6a494d7,d21f6e603c646765,True,
Training,Training/notumor/Tr-no_1055.jpg,notumor,58801,630,630,RGB,JPEG,dc811fda9f7bc3506f21d4094da84c5e3a81d3878b28967b830536fda342a33e,907a6fc56d92344d,True,
Training,Training/notumor/Tr-no_1056.jpg,notumor,66814,630,630,RGB,JPEG,6296fc94ca1dba543a77ac0312ae4eda86053a44d81a9151e77e1e6b90bd91d3,d02f6f7434b234c3,True,
Training,Training/notumor/Tr-no_1057.jpg,notumor,51558,630,630,RGB,JPEG,fb32f456cca40bf1867369a4abcae84ff15d634bc56637a568d09449114f95ae,933e6a616ccb308f,True,
Training,Training/notumor/Tr-no_1058.jpg,notumor,33378,442,442,RGB,JPEG,24d874e516a3da5ce8ada80135a0a62c8474538f72f098ad9d3e7ff794595f35,977a68a5689661cb,True,
Training,Training/notumor/Tr-no_1059.jpg,notumor,41675,605,613,RGB,JPEG,303c5c415fc8be331907a13c78d499fa000f24788fab65f7c9171c448978b09f,974a7e2178b53865,True,
Training,Training/notumor/Tr-no_1060.jpg,notumor,37052,339,415,RGB,JPEG,14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,804a4ba93fb57c96,True,
Training,Training/notumor/Tr-no_1063.jpg,notumor,27719,332,442,RGB,JPEG,3fcd47df13022dff9310847e66344a301655fc62a565598336433f9c098e5074,d11a1aa57f832d56,True,
Training,Training/notumor/Tr-no_1064.jpg,notumor,7041,206,244,RGB,JPEG,fa0c1c4fb6eabf57c61ae1afd2f24efd5aa69d47a6df7d468579cdee91a86c8a,95625bec3a84689f,True,
Training,Training/notumor/Tr-no_1066.jpg,notumor,36062,630,630,RGB,JPEG,c5482c04ad0af03abc08de261901fdaa6811a99ca11a270e8dc89c550e3ccdfa,c77a38e56486665a,True,
Training,Training/notumor/Tr-no_1067.jpg,notumor,29015,442,442,RGB,JPEG,84b2155377f2b5ec87d3988642b885d5b6249e7907486184ac311e15a8a599a9,870f3ee078996137,True,
Training,Training/notumor/Tr-no_1068.jpg,notumor,6264,225,225,RGB,JPEG,d22f76ae6780bc947ddeb36446b3bb97bfcc5ada33b8db69753949c9d214111a,870f3ee078996137,True,
Training,Training/notumor/Tr-no_1069.jpg,notumor,7299,225,225,RGB,JPEG,fe20d08e5475898e9b66661cddbe32d6d006438e57c36cd87be27b8dd9c0676d,927a6aa568c721cf,True,
Training,Training/notumor/Tr-no_1070.jpg,notumor,34775,512,512,RGB,JPEG,ee17905768c01705c6abcc330d664f063c5ceada4e3ea6722be796cc9bc9986f,967a6ea568c3218f,True,
Training,Training/notumor/Tr-no_1071.jpg,notumor,107824,825,832,RGB,JPEG,a8bf58f1fee6cc15adfbbbbe78513606502269b917a52dfe0991621ad5ba401c,c3363cd864b335c9,True,
Training,Training/notumor/Tr-no_1072.jpg,notumor,32715,411,501,RGB,JPEG,23a839738271bed355a592894783aaec5b225a7ea883e26b116b63a6edb819a1,d4580aab2f052f3f,True,
Training,Training/notumor/Tr-no_1073.jpg,notumor,17096,224,286,RGB,JPEG,3e66ecd9f2d07394ea13b8f2ce9212677a14aea1066e13a1445b00cbc59b998e,d04e1bba3ee43b60,True,
Training,Training/notumor/Tr-no_1077.jpg,notumor,27824,393,400,RGB,JPEG,de08225737a2a8a8ddda2e0684baa925356b9c0fe77585f2992a0980398c2d07,c04b2fb57c646c9c,True,
Training,Training/notumor/Tr-no_1078.jpg,notumor,32146,355,452,RGB,JPEG,84acb850a9c5348cd00623122246c83dffd727e007aedc1d484e39d06e784c6f,85d67a99685b6478,True,
Training,Training/notumor/Tr-no_1079.jpg,notumor,78104,680,680,RGB,JPEG,e22f980ae6f8f79a1fd96c0e2711d06767493d2d7c19d885fd89f6207702c3f3,966a39a17ac56987,True,
Training,Training/notumor/Tr-no_1080.jpg,notumor,28639,468,444,RGB,JPEG,1180fefcd5ba2a8f43c541c3158c3d6b3edb8309eab8dc9c61f109d10d5b5050,c22f2b343f603f70,True,
Training,Training/notumor/Tr-no_1081.jpg,notumor,35931,442,442,RGB,JPEG,b396caa83da170f384de32368fd40ab0fbb00232e12fd2b463eddff69741af44,c23b6de135e3308e,True,
Training,Training/notumor/Tr-no_1082.jpg,notumor,31516,359,449,RGB,JPEG,ae511b11b26309a2e60432852cb26d6b019057fc2aab35867badf8af04daa3b6,91973ed87a247958,True,
Training,Training/notumor/Tr-no_1083.jpg,notumor,51267,494,600,RGB,JPEG,537e7ad0a496f23042626741b362e936fc711da2aa25d4c5ce628d03bf4109cb,d50d0afe6af06b60,True,
Training,Training/notumor/Tr-no_1084.jpg,notumor,14044,236,290,RGB,JPEG,f2d9f0979df98ce2e4aab669d3c141ca02ebce9eb15775267bfd6d4eae2a7d7f,814a5fad6a97611e,True,
Training,Training/notumor/Tr-no_1088.jpg,notumor,15159,236,260,RGB,JPEG,9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,963c68c331c7b798,True,
Training,Training/notumor/Tr-no_1089.jpg,notumor,7577,236,236,RGB,JPEG,41d847d03ff8e8a80fde982029492adf6c622dc7d78fad2db48b14287c552296,96696996659b926c,True,
Training,Training/notumor/Tr-no_1092.jpg,notumor,14255,203,243,RGB,JPEG,d56567916b5975d9f260f61a4cad99040696bd105293112af3d703c4bec42feb,916a1fad3a226c9d,True,
Training,Training/notumor/Tr-no_1093.jpg,notumor,13087,235,227,RGB,JPEG,220816d55783431f776d10ccd11ebda7aa823602de035f0f07d0d7cd780cfa0f,936c6c3271cea49b,True,
Training,Training/notumor/Tr-no_1094.jpg,notumor,26104,236,300,RGB,JPEG,df46c96890474f2ec5f08aa2c32e6bc1c6b5685f8b913501f954a515a6de02fa,860e1ded6eb2489b,True,
Training,Training/notumor/Tr-no_1095.jpg,notumor,25759,236,357,RGB,JPEG,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,c3692ca23cb5aec3,True,
Training,Training/notumor/Tr-no_1096.jpg,notumor,12598,236,236,RGB,JPEG,6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,d2364f686c7134b3,True,
Training,Training/notumor/Tr-no_1100.jpg,notumor,11791,225,225,RGB,JPEG,6b73dc365fbc93ff66b40c68f2e5cd259e650193088389a5f1b968b8c537f4f4,c0323f0d3bc6cd36,True,
Training,Training/notumor/Tr-no_1101.jpg,notumor,12710,201,250,RGB,JPEG,e9a63334af63a2ec8cab2149ec091466c60df5fe115cf36cc30c9304dacbb376,805b1ff87a9168cd,True,
Training,Training/notumor/Tr-no_1102.jpg,notumor,14368,201,251,RGB,JPEG,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_1103.jpg,notumor,13121,236,243,RGB,JPEG,a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,936c3e93693136c9,True,
Training,Training/notumor/Tr-no_1104.jpg,notumor,19344,220,275,RGB,JPEG,5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,91971ed87a24795c,True,
Training,Training/notumor/Tr-no_1106.jpg,notumor,45175,512,512,RGB,JPEG,64eee5cd2516c265ea888fc3d784e97daed289385a487567e66b2aabacf50555,963c69c3649693ce,True,
Training,Training/notumor/Tr-no_1107.jpg,notumor,10908,218,231,RGB,JPEG,a820973ab9e444f92fdc4e5eb2e584a72d5da660675f1793469f229f40199538,863e7a706ac169e5,True,
Training,Training/notumor/Tr-no_1108.jpg,notumor,11520,228,221,RGB,JPEG,b7c27d5f1a82137601cc7630779fe2aa120bd9cfd9ddf3a2607c86255de7c9f0,c22f2df074931cda,True,
Training,Training/notumor/Tr-no_1110.jpg,notumor,15584,208,225,RGB,JPEG,7703b9670ac9265886cbf62735e2ff074c1507a654573807d0a8468a54c89dd7,85b75e78dab22922,True,
Training,Training/notumor/Tr-no_1113.jpg,notumor,11391,225,225,RGB,JPEG,f932387c00c74ebaede60e0b5e0d79dbff6b944e066d510f4c95834f05050e3e,9ccc6e33399c6332,True,
Training,Training/notumor/Tr-no_1114.jpg,notumor,28313,350,350,RGB,JPEG,43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,956a6e35383332ce,True,
Training,Training/notumor/Tr-no_1115.jpg,notumor,14296,207,243,RGB,JPEG,db13da94073aaa03960e97acb4ab41019e4be57c88c8b708e66791696f4bc4b9,865e5b886a66794d,True,
Training,Training/notumor/Tr-no_1116.jpg,notumor,45788,417,424,RGB,JPEG,49db0659a53802695ac4af817cff544f8034e7c9883a6751e0e321c86337f86a,953e7ae868671964,True,
Training,Training/notumor/Tr-no_1117.jpg,notumor,52569,416,512,RGB,JPEG,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,817a7e2879e17a25,True,
Training,Training/notumor/Tr-no_1118.jpg,notumor,14958,232,217,RGB,JPEG,3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,c33f2d70359319cc,True,
Training,Training/notumor/Tr-no_1119.jpg,notumor,14699,200,252,RGB,JPEG,1760da4ac516c8564bf06bc349176a1463dbb49f4de7b6d0b986ff015b96bd62,d0161ffa7a962951,True,
Training,Training/notumor/Tr-no_1122.jpg,notumor,14533,205,214,RGB,JPEG,9251febacd510bc6ab8fdebb28ac58c8db217df4d5e8af285a99547b2d3b8584,d56b1f3c1a647825,True,
Training,Training/notumor/Tr-no_1123.jpg,notumor,12392,201,251,RGB,JPEG,a3d86920c0bc02e0c062091ab21078a4387ed519b881c89568ab969d3dc37d33,d70a20bf12edc33c,True,
Training,Training/notumor/Tr-no_1125.jpg,notumor,42451,336,380,RGB,JPEG,7adb02dafa127d16b635a76df10314f68ded12fa7a20457e4d666d2873a2130f,d44a2b656fb42d92,True,
