source_split,filepath,label,file_size_bytes,width,height,mode,format,sha256,phash,valid_image,error
Training,Training/glioma/Tr-gl_0024.jpg,glioma,27392,512,512,RGB,JPEG,680c8606812ed6d9926962a09f7e9f3f59aa8277cbee47e80d81726163e68a27,96383f6961e12667,True,
Training,Training/glioma/Tr-gl_0025.jpg,glioma,30318,512,512,RGB,JPEG,bbc691f03626ac90dd82a9836987b3f26a55216ca7cb8f52fe0d28fa41f9dd79,916f3e5a297a6164,True,
Training,Training/glioma/Tr-gl_0026.jpg,glioma,25591,512,512,RGB,JPEG,093f4236c971ad665deae468248d610ea91765ec53ab58b1cfc9e7c6f515968c,914f2e5a3dc1613d,True,
Training,Training/glioma/Tr-gl_0027.jpg,glioma,27300,512,512,RGB,JPEG,814414da945218f00c78d0e52bdb811718e77c227d90b75a69e0b0612d6a87e2,c11e7e293c64b175,True,
Training,Training/glioma/Tr-gl_0028.jpg,glioma,28410,512,512,RGB,JPEG,b48cc5df93f076cb424504219faa5683ecb7538f0e8af0b331f0aa2e04f24ac0,c51f6e1e68077869,True,
Training,Training/glioma/Tr-gl_0029.jpg,glioma,19802,512,512,RGB,JPEG,dadc4aedcb77f727246d10b8efb0956ea720d15451c9eaf2446ee345c4da7095,c33c696834e366d6,True,
Training,Training/glioma/Tr-gl_0030.jpg,glioma,22812,512,512,RGB,JPEG,60248a00bd87d82df7ccda699011f025fb89c9eada4f7ed9378025748dcdb602,c01e3bf12ce437b2,True,
Training,Training/glioma/Tr-gl_0031.jpg,glioma,21932,512,512,RGB,JPEG,1d081063864f82c9515c403104648bf397067d325ea1b4549bed8c81281bc075,d63c6b7829633427,True,
Training,Training/glioma/Tr-gl_0032.jpg,glioma,28826,512,512,RGB,JPEG,27c1d275c113ab549b096ae567f53009f3378d8531382d68c2b331145428041f,d31c3a783c916979,True,
Training,Training/glioma/Tr-gl_0033.jpg,glioma,18578,512,512,RGB,JPEG,02a08fcf2dd0174628542caf95a31182cd15519ca4140a5b4ee938207dc8da02,c26d3d3632c329cb,True,
Training,Training/glioma/Tr-gl_0034.jpg,glioma,23876,512,512,RGB,JPEG,75438b39f5ee71b6f97cf122029c9220d0fcf8130adaeb65cb0f2516e24a506c,c03f7a2531d24e9b,True,
Training,Training/glioma/Tr-gl_0035.jpg,glioma,24171,512,512,RGB,JPEG,948a7cf1ebd51f71b4c9abd44c499e6f1e2a74757c8a18a2c498cbcb5d0b8687,c03f2e39e134e6c3,True,
Training,Training/glioma/Tr-gl_0036.jpg,glioma,22158,512,512,RGB,JPEG,9f4ed340f6a7445bae80428fd41e2276da59003adeec229ae2496737b8ec2575,863a7be461c32ce6,True,
Training,Training/glioma/Tr-gl_0037.jpg,glioma,26314,512,512,RGB,JPEG,6ee4ebaf266b93e91e0118f53b8866bcf244e3b3cd9954a196b13cf8bdfdcf11,96c92f9e78192d58,True,
Training,Training/glioma/Tr-gl_0038.jpg,glioma,27287,512,512,RGB,JPEG,57aaaf1c82e82c9e3c0ba5c1190de5edfe67307c2474324f49cbd3f34c092b06,957a7e2b78e12164,True,
Training,Training/glioma/Tr-gl_0039.jpg,glioma,22815,512,512,RGB,JPEG,360cd017354f0568dfcd5d242b92a502a1bd7a68b8afb3798f550dcf9abf770f,c03f2d6836cdb247,True,
Training,Training/glioma/Tr-gl_0040.jpg,glioma,29150,512,512,RGB,JPEG,22f755481bbb0137c7a44bf2d30c3cdab694d327b8ae48199071fe3a40fc465b,946b3e6e3b702d60,True,
Training,Training/glioma/Tr-gl_0041.jpg,glioma,25556,512,512,RGB,JPEG,e803a3e10f73f993deb46672b973ef17c17b9535964bc0b1e18cd6bbf531442c,c0333b736ce46cc6,True,
Training,Training/glioma/Tr-gl_0042.jpg,glioma,18988,512,512,RGB,JPEG,45f2241b30fd00f31ac348b51c494a3eb371a288cc3e61060cb55192ba3d9b26,c1393f643cf33186,True,
Training,Training/glioma/Tr-gl_0043.jpg,glioma,25499,512,512,RGB,JPEG,598cc0afe5393e23bd2088621622ade0ba7561a309aeb24167bf888dbe41b87e,936c2e7168b47372,True,
Training,Training/glioma/Tr-gl_0044.jpg,glioma,24726,512,512,RGB,JPEG,f3ce51c275ec36fd22285c12cb6475b6411eeb4394ca83e4c0efcfaa296a207a,93306e6e38d165e5,True,
Training,Training/glioma/Tr-gl_0045.jpg,glioma,28876,512,512,RGB,JPEG,6654e7230d913bb300124594c2373b0267cd274e1ce56a0466dbf9a40d9efa46,d09f2b4a3d6d3c60,True,
Training,Training/glioma/Tr-gl_0046.jpg,glioma,32235,512,512,RGB,JPEG,5e1feb19eb0b8a892669129944731891f76417802e86aef7600c5455b77e7302,918d5ff4385c4873,True,
Training,Training/glioma/Tr-gl_0047.jpg,glioma,29696,512,512,RGB,JPEG,d6d9089266cc3cbc859358c7311a5f524696693399e8f5810598e9c476fe337c,851f7af02bf26168,True,
Training,Training/glioma/Tr-gl_0048.jpg,glioma,27128,512,512,RGB,JPEG,94e7b57894aafe66ee3997d4dcf1fdedc629270173bce7ece9c4a0414acaeb9a,973c7a72386b6065,True,
Training,Training/glioma/Tr-gl_0049.jpg,glioma,22007,512,512,RGB,JPEG,5612ca1394295d32f83c70074346efcc623117a276277049bdb17392069be286,859e7a60616be4c7,True,
Training,Training/glioma/Tr-gl_0050.jpg,glioma,28715,512,512,RGB,JPEG,c456ec1984d3094468962ce2ed5359de0a40bfca809c36ed6b78911664a93eea,85977e5e6038686d,True,
Training,Training/glioma/Tr-gl_0051.jpg,glioma,20332,512,512,RGB,JPEG,3033d7eefcf473a85c5e9392790cdfe047cc3538726156b7144dd486947bd808,c39a3ec935e7301c,True,
Training,Training/glioma/Tr-gl_0052.jpg,glioma,16032,512,512,RGB,JPEG,bd05dccad67cc85ab25fdef6ff9dd6a8af521d8bb89a0a47261957a29e4fcab8,c3cc3dc73438631e,True,
Training,Training/glioma/Tr-gl_0053.jpg,glioma,21645,512,512,RGB,JPEG,b28ebe80454818c55fc8568b7e4e0e66800e7c84f0564635d431385542a5105b,c29e2fc170cd313b,True,
Training,Training/glioma/Tr-gl_0054.jpg,glioma,19251,512,512,RGB,JPEG,db97040f6fe73fde4a7953a76fb1ba1d59debfe73e53c63c9763e36d2c0abf39,c33c2ce130c7667b,True,
Training,Training/glioma/Tr-gl_0055.jpg,glioma,19816,512,512,RGB,JPEG,79f97095d65881c61646194067fee5251af85f552c5f8cc1e0925e3e28745b99,879e785b31646639,True,
Training,Training/glioma/Tr-gl_0056.jpg,glioma,16316,512,512,RGB,JPEG,c384b3a255b5ada9f8e45c230745f26058ac0b3ce397876d09579797af6ccef4,d39e3cc1653ec630,True,
Training,Training/glioma/Tr-gl_0057.jpg,glioma,19688,512,512,RGB,JPEG,911d3626b8a05a725fa6978fe84a020a04115e848bcf3cb3e6a267a85467298b,c7c939953472e661,True,
Training,Training/glioma/Tr-gl_0058.jpg,glioma,21506,512,512,RGB,JPEG,b3e060d18e8df599cb6edb786f45ea79b27e1d581c4dfce3a442e22972f59b2a,c76d6aa53c96309a,True,
Training,Training/glioma/Tr-gl_0059.jpg,glioma,24388,512,512,RGB,JPEG,04c2311c9584390845a23eb5a9340a8fe8f42dea2c88050490e6396a5aaae324,97946a6a6199369e,True,
Training,Training/glioma/Tr-gl_0060.jpg,glioma,20119,512,512,RGB,JPEG,32355eefbba178b5a956ad2ab924db27dda11039e158169ae003ad26f7bb756e,96967ac9304d656d,True,
Training,Training/glioma/Tr-gl_0061.jpg,glioma,18549,512,512,RGB,JPEG,957d9d48865d42714bfb1ffdf7e1e3667cfabf4687f42bc62331e3e3ef246df4,c29e3dc9702d666c,True,
Training,Training/glioma/Tr-gl_0062.jpg,glioma,17309,512,512,RGB,JPEG,945b62e6bde83c9487d13299a3efab643303204f074cb69a8f496a7cbff46bbe,976a78a561966798,True,
Training,Training/glioma/Tr-gl_0063.jpg,glioma,18701,512,512,RGB,JPEG,14511cd5b963d3a3a667f449e938cadee3f00e4e7b53be1591f02297010bf42b,859e7ac2254d656d,True,
Training,Training/glioma/Tr-gl_0064.jpg,glioma,20957,512,512,RGB,JPEG,8f92f446ee6b036c6ff6da910f89fd3815460e11fa2c5481c81521375a387fc2,c09e3fe835e5600f,True,
Training,Training/glioma/Tr-gl_0065.jpg,glioma,25153,512,512,RGB,JPEG,dfc61077eb8b84e7b3ea1f0cfdc867accfab142958d4075e5ba6a653015cfbee,90e72f3860e536ce,True,
Training,Training/glioma/Tr-gl_0066.jpg,glioma,14887,512,512,RGB,JPEG,dc6c70e6a7e90756a4713d96dbef0df572abc011ee958aafb1703c265a7df16c,c23a3de131c7668e,True,
Training,Training/glioma/Tr-gl_0067.jpg,glioma,16264,512,512,RGB,JPEG,4a85b14a7dab3bd793ac7b975fedf9cdaa51f77561673aa1699778cba44b70dc,da3c39c3664e9698,True,
Training,Training/glioma/Tr-gl_0068.jpg,glioma,25192,512,512,RGB,JPEG,fc4eb2e160feadca9e7b0cd2acbd38592226cb66c24bcdc59e4b5ded010f49b0,c2b23f593cc7320d,True,
Training,Training/glioma/Tr-gl_0069.jpg,glioma,17804,512,512,RGB,JPEG,48331ba7fe64a0b7325b9da0a391ffcedc5da399b8a7aff69f892bd4862fcb7e,c33c3dc3320ec739,True,
Training,Training/glioma/Tr-gl_0070.jpg,glioma,19654,512,512,RGB,JPEG,b6e2fb25f4b7058909e2c31d14e7841f584477409c5ed7f6e6f38a6b6cb8343a,83c33a9c6c34b63b,True,
Training,Training/glioma/Tr-gl_0071.jpg,glioma,17685,512,512,RGB,JPEG,20f46ebad3677a5e46259cf20c68cfb795678db165ac28af110ba6e4edeec82b,c63e39e4349366ca,True,
Training,Training/glioma/Tr-gl_0072.jpg,glioma,18357,512,512,RGB,JPEG,f6808485e27d10ed374a1cdc4f66309cda055097e3bf7bede9a1666604f5b03d,c36b39e4349366ca,True,
Training,Training/glioma/Tr-gl_0073.jpg,glioma,21223,512,512,RGB,JPEG,fba421993b1b308f158ce88bfe09d3321f9f4e711ccab12d2b9e945a1cf3b1a9,c3322f3c34c3329f,True,
Training,Training/glioma/Tr-gl_0074.jpg,glioma,18010,512,512,RGB,JPEG,29bcc1bb24dd430463715cda9efdd30a8f9b3c9bebee300d22c447ff34cc7220,c2cb2f8f343c3638,True,
Training,Training/glioma/Tr-gl_0075.jpg,glioma,16669,512,512,RGB,JPEG,0423469c6b0d771688530aa2670050b206dacb0a567ed453eb0f5c5b581997e7,c66939b730c6b319,True,
Training,Training/glioma/Tr-gl_0076.jpg,glioma,14459,512,512,RGB,JPEG,f63d90f5ee644776dd4c418aefd72f26b263c5dcfe1fbc92f291814ddd167aa9,ca6d3d92609ea399,True,
Training,Training/glioma/Tr-gl_0077.jpg,glioma,20212,512,512,RGB,JPEG,897cfd157984160cef5735daa9a0446f4dd8761123ee0c3818c909cba1073e75,c3763ee13d9c6049,True,
Training,Training/glioma/Tr-gl_0078.jpg,glioma,19794,512,512,RGB,JPEG,7c7553a848fc1e05bcff0a0ba24f33a4375619bbabf79c083fafe0c2c6bc2f10,c3c33c1c65b43679,True,
Training,Training/glioma/Tr-gl_0079.jpg,glioma,20901,512,512,RGB,JPEG,d36f758e8b183c52e3b9b1ee3db10b26db5462402c9454c816adb9985750ca80,c01e6bf82d6334cb,True,
Training,Training/glioma/Tr-gl_0080.jpg,glioma,19932,512,512,RGB,JPEG,dc7ad845c85b5645c3482077a16615cac98a858e878f59217baef886f063bca6,c26d3de46093639b,True,
Training,Training/glioma/Tr-gl_0081.jpg,glioma,21784,512,512,RGB,JPEG,e585a8d89882af649da0f3f66f05163342e4290977c43e572c2fc988b6769969,c7c7789c303c6792,True,
Training,Training/glioma/Tr-gl_0082.jpg,glioma,20723,512,512,RGB,JPEG,8a35f58b66499a0568658e4473f61389ffde9fff55acabb273e3e6c09391b817,c3cf3c90316c6739,True,
Training,Training/glioma/Tr-gl_0083.jpg,glioma,22392,512,512,RGB,JPEG,146c695c2c24d20753fd232b93018b5b43fffadcedb35deaf5c7392e260fa846,c1ca3ecd3966649c,True,
Training,Training/glioma/Tr-gl_0084.jpg,glioma,16893,512,512,RGB,JPEG,ed7a64d0dcda41a70825510279c8676c488c73923c741e0c15c34e7957b277e2,c3cb3d9c343e3330,True,
Training,Training/glioma/Tr-gl_0085.jpg,glioma,18563,512,512,RGB,JPEG,fb624f892c3c2882668fb019f0b91897dc7c7b685f03767e3faed42d32a32b0c,c2c62f4f349d307c,True,
Training,Training/glioma/Tr-gl_0086.jpg,glioma,19931,512,512,RGB,JPEG,2bef45e6cdda30b99a184cc4c70cab3af7f3bdcd76d41c7517f67e5515a7da3f,9696784b246d7179,True,
Training,Training/glioma/Tr-gl_0087.jpg,glioma,26114,512,512,RGB,JPEG,95659b27a0ed8c3fdc522d424e6939ad92c91db8ca9dca57e3cb3aed33fc747e,97787a6163a12ec3,True,
Training,Training/glioma/Tr-gl_0088.jpg,glioma,18632,512,512,RGB,JPEG,901ed39e067e4bcc3f209e7f8cc65212630f2c1da1f8df25e8104ea89f7c9dd2,c4cb3f8439b6243b,True,
Training,Training/glioma/Tr-gl_0089.jpg,glioma,19671,512,512,RGB,JPEG,9458e2108f58e699fa18cb6bee590f4801f6c23b52bc923a8236571ddeb11989,869b388c71e3674d,True,
Training,Training/glioma/Tr-gl_0090.jpg,glioma,17218,512,512,RGB,JPEG,ab9ece3b7c65e26636ab7cc52aa793cd1c61612eb78295a9e21948ed5811ec51,c39b2dcc348e3339,True,
Training,Training/glioma/Tr-gl_0091.jpg,glioma,15928,512,512,RGB,JPEG,8dbee0b2f41557b58b1a5ff0d1ddf3a943532d9aa52d3da77696f92e2db784d6,c64c3dd3301a736d,True,
Training,Training/glioma/Tr-gl_0092.jpg,glioma,26989,512,512,RGB,JPEG,f18608438118e39d661c5f82242ace781a24cc8c61bf9d44aaf10aff1399df13,c19d2fd839cb6149,True,
Training,Training/glioma/Tr-gl_0093.jpg,glioma,25303,512,512,RGB,JPEG,6bbc48a7bee5611af0ef9ce919f54eb618a9cc46740ca55e0570a064b74c484c,87d97a1a69cc6661,True,
Training,Training/glioma/Tr-gl_0094.jpg,glioma,26330,512,512,RGB,JPEG,86c886be811d610b2e9d9ff2fee6ba367bc89587606f8bef71c51f466bdd4c4c,c01d2f1c3dd23d69,True,
Training,Training/glioma/Tr-gl_0095.jpg,glioma,21108,512,512,RGB,JPEG,eab2257dbe0e589ed14396fd2706e8dadcf960c552a42d49a2e796efc4a5b81c,c6693f6134c633c6,True,
Training,Training/glioma/Tr-gl_0096.jpg,glioma,23642,512,512,RGB,JPEG,fc995e13b75f7a73ebce395e7bba9ea485bc180661083c62cce261d734fc6b9b,c67939613186f273,True,
Training,Training/glioma/Tr-gl_0097.jpg,glioma,20295,512,512,RGB,JPEG,729bb5e5a12a8ae5bc067ee85716eb7aa81d1a25d92ab33890b0a22f6a9b17d7,c64e3b99319e626c,True,
Training,Training/glioma/Tr-gl_0098.jpg,glioma,26235,512,512,RGB,JPEG,4d1c448939dc09f60e049a5969f4157d2a40b877f0b9fe27e3f2461fd120b909,c22c2f2f7c2b3478,True,
Training,Training/glioma/Tr-gl_0099.jpg,glioma,25793,512,512,RGB,JPEG,6bcea9d04e7d40cd00b1102d3196666e351abb772e4a49ad15c2efe9af0a0102,c23c3f683ce66136,True,
Training,Training/glioma/Tr-gl_0100.jpg,glioma,25518,512,512,RGB,JPEG,56ed55321fe63c4fda75b53c0c2cd4be26ffdad3734040e2d25a37de30c9b31e,c06b2f3c3cf030f3,True,
Training,Training/glioma/Tr-gl_0101.jpg,glioma,24372,512,512,RGB,JPEG,7f5c2b3e60ea76c5fd35ce9a2ec57f3d9b16fe1d34be300fec44ffa23c2185be,d32d2e7c61b364c2,True,
Training,Training/glioma/Tr-gl_0102.jpg,glioma,19225,512,512,RGB,JPEG,0aae6a419911e500d4a12257546a022b8aee1e4cf46bdf4acdfcb69e351c6837,874b7a8571a6257a,True,
Training,Training/glioma/Tr-gl_0103.jpg,glioma,21658,512,512,RGB,JPEG,8fd270e23f123462d7e808cfaff5ca63f12f539dd311b7c69ed9be89d3991636,c2633f3d78c66498,True,
Training,Training/glioma/Tr-gl_0104.jpg,glioma,18472,512,512,RGB,JPEG,ab20f2d55b645d2e207356a7d60474142dde7002ce4497d1de09fcd8bef90e39,974b78b56112279b,True,
Training,Training/glioma/Tr-gl_0105.jpg,glioma,20810,512,512,RGB,JPEG,7e5ffb95e6785b3976ea590374de2be588c5578cc2ea2bfa7487eb34d75d9d19,c49c3bd0794b646d,True,
Training,Training/glioma/Tr-gl_0106.jpg,glioma,18165,512,512,RGB,JPEG,3306a930faabe607950226a55c6364e96562af7d407ae2d031cca687e91124c4,c26f2fb47416721a,True,
Training,Training/glioma/Tr-gl_0107.jpg,glioma,23365,512,512,RGB,JPEG,53018cfd4bc27a33b3cf5575f2c4189590058389fd41449cfc0c8d427125f3ff,c3386e382db33963,True,
Training,Training/glioma/Tr-gl_0108.jpg,glioma,25881,512,512,RGB,JPEG,d26ec4b155344b81697a2e3c09abb61d565af48304a866a7f5f70eaf3a3928ad,956a3a2578a56667,True,
Training,Training/glioma/Tr-gl_0109.jpg,glioma,26297,512,512,RGB,JPEG,e6ba18e01130b322141d8c26282fdb59edd206a5ba72c96176791710c67c11bf,c09d3f483c3a6d65,True,
Training,Training/glioma/Tr-gl_0110.jpg,glioma,26019,512,512,RGB,JPEG,dcb8d6cb4496603b7d8757bef29fa39cf1d84a4e5d953b3135d19dbd788b7dff,c6493f0f38e53478,True,
Training,Training/glioma/Tr-gl_0111.jpg,glioma,22553,512,512,RGB,JPEG,7ba05d4c12d45dd2075150556b31ae695923af203dee102db060f9d33c1559a1,87d878357964b233,True,
Training,Training/glioma/Tr-gl_0112.jpg,glioma,22806,512,512,RGB,JPEG,b86a5a9523695e65acb20db8ffa02aa18853fedd71e104b94f2b5e99600c8c36,c03f7a612de137e0,True,
Training,Training/glioma/Tr-gl_0113.jpg,glioma,26122,512,512,RGB,JPEG,a7eb14f5ead7eabcce28fd3553c636dd36602e7783a8a0ebece67dfe31c8b4d9,c41f7a702da564a7,True,
Training,Training/glioma/Tr-gl_0114.jpg,glioma,20986,512,512,RGB,JPEG,cf90b0bf60072335ccd09ca4010f5f5e5eca70001b864c36af2cf6723e0bfc5b,973878e125a76696,True,
Training,Training/glioma/Tr-gl_0115.jpg,glioma,26028,512,512,RGB,JPEG,ed635d0e53a8b9f12c291cc7a4da5d15c75acc5970653a752dbc364cc69a9fce,853e7af169646525,True,
Training,Training/glioma/Tr-gl_0116.jpg,glioma,21120,512,512,RGB,JPEG,bf416c724c2f6de1aef758d25d5b5062490b3c05563de10f3fa268516607f6f4,966939246cb173ce,True,
Training,Training/glioma/Tr-gl_0117.jpg,glioma,28692,512,512,RGB,JPEG,8ca09bcc0ce38c544bc5f555e7efd5c4db6ddd9688bd7ff0ca32df90152eb58d,851e7ac07979b169,True,
Training,Training/glioma/Tr-gl_0118.jpg,glioma,22293,512,512,RGB,JPEG,497b80712bf14d78c793d122527ac5dcbd7a451a0b52c4555b70e375d33b3598,c21c3fe83d632467,True,
Training,Training/glioma/Tr-gl_0119.jpg,glioma,17490,512,512,RGB,JPEG,57d4e24d04f8e9adf5ffbb28a2dcdb782d4bc21eb0c138a491177db8996bb4bd,96967959616d6661,True,
Training,Training/glioma/Tr-gl_0120.jpg,glioma,21003,512,512,RGB,JPEG,e31b77a60b2337c5c53ed8fe0866e52109e720384c5ee49ddbfe4a34cba76b49,96663b997198716c,True,
Training,Training/glioma/Tr-gl_0121.jpg,glioma,18663,512,512,L,JPEG,085cc0807e954c78d1307ac6a94396d3e24d1fe13ba7ec29134f698e9a0d7276,d2c32f3c3ccc604f,True,
Training,Training/glioma/Tr-gl_0122.jpg,glioma,17408,512,512,L,JPEG,dff33b87978a17019edb823f78c4ace353032f310409d06b5300cb8242caf637,c2c32f3c3c7c7065,True,
Training,Training/glioma/Tr-gl_0123.jpg,glioma,15957,512,512,L,JPEG,3611cc4774544851300dfb359fbb0d0aefbefee3624e8b6000009bca854ae197,c3c33f9c6d183478,True,
Training,Training/glioma/Tr-gl_0124.jpg,glioma,15839,512,512,L,JPEG,0bc0be8871f372f283b693bcc3063a78edc8a1a8860ffbb65dea7f1c201ac22d,c7c36b9e65583238,True,
Training,Training/glioma/Tr-gl_0125.jpg,glioma,16868,512,512,L,JPEG,b2dd3826363764467eaf32a49acd39d802f01e519ff24d0cfb8ed3bc1085780c,87c36a9c657c3079,True,
Training,Training/glioma/Tr-gl_0126.jpg,glioma,16116,512,512,L,JPEG,a8b31d464bd1efc9fb1aa17d15bb119363e5e85e71f738a7e9ad446e73440608,97c36a9c257c3239,True,
Training,Training/glioma/Tr-gl_0127.jpg,glioma,14953,512,512,L,JPEG,88462cfdd72c0a289d3152fcf6b15b0eefdda24534847165a7220114208d6e9e,97cb6c9c35583269,True,
Training,Training/glioma/Tr-gl_0128.jpg,glioma,17534,512,512,L,JPEG,c0b48ab6a61a481c686d4652c95cabf74be8d1d495e7f8d8968adccb49286d1d,d2c33f9c6d243079,True,
Training,Training/glioma/Tr-gl_0129.jpg,glioma,17543,512,512,L,JPEG,e5d66a5171060df3abe0bc0cfb91d29e627d2214d85d9edbff9052a50aa4e6e8,d0c33f0e6d8d7069,True,
Training,Training/glioma/Tr-gl_0130.jpg,glioma,17847,512,512,L,JPEG,7d8aa6a3ef9ad68abd21eaf058996327c05aae7df87d1442133428bcebff0f93,d0962bde2d997069,True,
Training,Training/glioma/Tr-gl_0131.jpg,glioma,17720,512,512,L,JPEG,f79e1e7778b20b366ab1811a071ed08cabca558bf8f98a33d7df87c1cc5d0f2b,d0cb2bd42d397079,True,
Training,Training/glioma/Tr-gl_0132.jpg,glioma,15921,512,512,L,JPEG,4e0410647eddad94fdb5cc9f24cf03833f4031f71ed0da3679e00f219f0480c6,d0cf6fd82d197068,True,
Training,Training/glioma/Tr-gl_0133.jpg,glioma,14471,512,512,L,JPEG,74bc45f1e1e08c9ecc7c4604918d4ffad8431d59bdd930edd7fcb279e73997ff,c22f2fb434c3306f,True,
Training,Training/glioma/Tr-gl_0134.jpg,glioma,14562,512,512,L,JPEG,5d8d97d6a9cb441cb5018bca16af835ea192d3e630e8ec7bdadf8293748f0770,c22f2fb434c330cf,True,
Training,Training/glioma/Tr-gl_0135.jpg,glioma,14638,512,512,L,JPEG,d58cdf17314a094da866df2f63739ea31b549cb3daf7ac9e7c84fae9f3b4bb1c,c22f2db434c332cf,True,
Training,Training/glioma/Tr-gl_0136.jpg,glioma,14554,512,512,L,JPEG,b3e23a07ea2fe7eb605c6b788bcfe709e586b7923abcacf910a74d8f1b15badd,c22f2df034c332cf,True,
