filepath,label,original_mode,effectively_grayscale_rgb
Training/meningioma/Tr-meTr_0009.jpg,meningioma,RGB,True
Testing/pituitary/Te-pi_0188.jpg,pituitary,L,True
Training/pituitary/Tr-pi_0506.jpg,pituitary,RGB,True
Training/notumor/Tr-no_1174.jpg,notumor,RGB,True
Training/notumor/Tr-no_0817.jpg,notumor,RGB,True
Training/glioma/Tr-gl_1041.jpg,glioma,L,True
Training/glioma/Tr-gl_0706.jpg,glioma,L,True
Training/meningioma/Tr-me_0906.jpg,meningioma,L,True
Training/glioma/Tr-gl_0543.jpg,glioma,L,True
Training/notumor/Tr-no_0746.jpg,notumor,RGB,True
Training/notumor/Tr-no_1499.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0628.jpg,pituitary,RGB,True
Training/glioma/Tr-gl_1108.jpg,glioma,L,True
Training/glioma/Tr-gl_0437.jpg,glioma,L,True
Training/glioma/Tr-gl_1061.jpg,glioma,L,True
Training/meningioma/Tr-me_0671.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_1223.jpg,pituitary,L,True
Training/notumor/Tr-noTr_0004.jpg,notumor,RGB,True
Training/notumor/Tr-no_0749.jpg,notumor,RGB,False
Training/glioma/Tr-gl_0932.jpg,glioma,L,True
Training/glioma/Tr-gl_0263.jpg,glioma,L,True
Training/pituitary/Tr-pi_0183.jpg,pituitary,RGB,True
Training/meningioma/Tr-me_0447.jpg,meningioma,RGB,True
Testing/pituitary/Te-pi_0270.jpg,pituitary,L,True
Training/glioma/Tr-gl_0544.jpg,glioma,L,True
Training/pituitary/Tr-pi_0406.jpg,pituitary,RGB,True
Training/notumor/Tr-no_0754.jpg,notumor,RGB,False
Training/meningioma/Tr-me_0122.jpg,meningioma,RGB,True
Testing/glioma/Te-gl_0080.jpg,glioma,L,True
Training/pituitary/Tr-pi_0512.jpg,pituitary,RGB,True
Testing/notumor/Te-no_0190.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0408.jpg,glioma,L,True
Training/glioma/Tr-gl_0472.jpg,glioma,L,True
Training/meningioma/Tr-me_0567.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_1164.jpg,pituitary,L,True
Training/pituitary/Tr-pi_0803.jpg,pituitary,L,True
Testing/pituitary/Te-pi_0279.jpg,pituitary,L,True
Training/glioma/Tr-gl_0511.jpg,glioma,L,True
Testing/glioma/Te-gl_0081.jpg,glioma,L,True
Testing/meningioma/Te-me_0025.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0466.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0990.jpg,pituitary,L,True
Training/pituitary/Tr-pi_1000.jpg,pituitary,L,True
Training/glioma/Tr-gl_0185.jpg,glioma,L,True
Training/glioma/Tr-gl_0576.jpg,glioma,L,True
Training/glioma/Tr-gl_0811.jpg,glioma,L,True
Training/glioma/Tr-gl_0473.jpg,glioma,L,True
Training/glioma/Tr-gl_0696.jpg,glioma,L,True
Training/meningioma/Tr-me_1329.jpg,meningioma,L,True
Training/notumor/Tr-no_0521.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0538.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0440.jpg,notumor,RGB,True
Training/notumor/Tr-no_0561.jpg,notumor,RGB,True
Training/meningioma/Tr-me_1024.jpg,meningioma,L,True
Training/notumor/Tr-no_1372.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1432.jpg,pituitary,L,True
Training/notumor/Tr-no_0588.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0817.jpg,meningioma,L,True
Training/notumor/Tr-no_0503.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0468.jpg,glioma,L,True
Training/pituitary/Tr-pi_0600.jpg,pituitary,RGB,True
Training/notumor/Tr-no_0584.jpg,notumor,RGB,True
Testing/meningioma/Te-me_0277.jpg,meningioma,L,True
Testing/notumor/Te-no_0196.jpg,notumor,RGB,True
Training/notumor/Tr-no_0619.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1369.jpg,pituitary,L,True
Training/glioma/Tr-gl_1005.jpg,glioma,L,True
Training/glioma/Tr-gl_0642.jpg,glioma,L,True
Training/glioma/Tr-gl_0381.jpg,glioma,L,True
Training/meningioma/Tr-me_0054.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_0233.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_1015.jpg,pituitary,L,True
Training/meningioma/Tr-me_0548.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_0400.jpg,meningioma,RGB,True
Training/glioma/Tr-gl_1103.jpg,glioma,L,True
Training/pituitary/Tr-pi_0766.jpg,pituitary,L,True
Testing/notumor/Te-no_0201.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1453.jpg,pituitary,L,True
Testing/notumor/Te-no_0247.jpg,notumor,RGB,False
Training/notumor/Tr-no_0543.jpg,notumor,RGB,True
Testing/meningioma/Te-me_0113.jpg,meningioma,RGB,True
Training/glioma/Tr-gl_1056.jpg,glioma,L,True
Training/meningioma/Tr-me_1002.jpg,meningioma,L,True
Training/meningioma/Tr-me_0093.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0037.jpg,notumor,RGB,True
Testing/glioma/Te-gl_0128.jpg,glioma,L,True
Testing/meningioma/Te-meTr_0000.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0648.jpg,notumor,RGB,False
Training/glioma/Tr-gl_0534.jpg,glioma,L,True
Training/notumor/Tr-no_1364.jpg,notumor,RGB,True
Training/notumor/Tr-no_0839.jpg,notumor,RGB,True
Training/meningioma/Tr-me_1067.jpg,meningioma,L,True
Training/meningioma/Tr-me_1017.jpg,meningioma,L,True
Training/glioma/Tr-gl_0169.jpg,glioma,L,True
Training/meningioma/Tr-me_0297.jpg,meningioma,RGB,True
Training/glioma/Tr-gl_0852.jpg,glioma,L,True
Testing/notumor/Te-no_0131.jpg,notumor,RGB,True
Training/notumor/Tr-no_1182.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0465.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0585.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1252.jpg,pituitary,L,True
Testing/glioma/Te-gl_0093.jpg,glioma,L,True
Training/meningioma/Tr-me_0407.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_0644.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_0727.jpg,pituitary,RGB,True
Testing/glioma/Te-gl_0233.jpg,glioma,L,True
Training/notumor/Tr-no_0946.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0987.jpg,pituitary,L,True
Training/pituitary/Tr-pi_0752.jpg,pituitary,RGB,True
Training/glioma/Tr-gl_0179.jpg,glioma,L,True
Testing/pituitary/Te-pi_0124.jpg,pituitary,L,True
Testing/pituitary/Te-pi_0190.jpg,pituitary,L,True
Testing/pituitary/Te-pi_0256.jpg,pituitary,L,True
Training/meningioma/Tr-me_0742.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_0299.jpg,meningioma,RGB,True
Training/glioma/Tr-gl_0496.jpg,glioma,L,True
Training/notumor/Tr-no_0284.jpg,notumor,RGB,True
Training/notumor/Tr-no_1252.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0794.jpg,meningioma,L,True
Testing/glioma/Te-gl_0291.jpg,glioma,L,True
Testing/glioma/Te-gl_0196.jpg,glioma,L,True
Training/notumor/Tr-no_1232.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0168.jpg,glioma,L,True
Testing/glioma/Te-gl_0010.jpg,glioma,RGB,True
Training/notumor/Tr-no_1099.jpg,notumor,RGB,True
Testing/meningioma/Te-me_0049.jpg,meningioma,RGB,True
Training/notumor/Tr-no_1125.jpg,notumor,RGB,True
Training/glioma/Tr-gl_1075.jpg,glioma,L,True
Training/notumor/Tr-no_1050.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0952.jpg,meningioma,L,True
Training/notumor/Tr-no_0557.jpg,notumor,RGB,True
Training/notumor/Tr-no_1097.jpg,notumor,RGB,True
Training/notumor/Tr-no_0747.jpg,notumor,RGB,False
Training/pituitary/Tr-pi_0958.jpg,pituitary,L,True
Testing/pituitary/Te-pi_0036.jpg,pituitary,RGB,True
Testing/pituitary/Te-pi_0047.jpg,pituitary,RGB,True
Training/notumor/Tr-no_0312.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1410.jpg,pituitary,L,True
Training/pituitary/Tr-pi_0350.jpg,pituitary,RGB,True
Training/glioma/Tr-gl_0503.jpg,glioma,L,True
Training/notumor/Tr-no_1122.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1409.jpg,pituitary,L,True
Training/meningioma/Tr-me_0832.jpg,meningioma,L,True
Training/pituitary/Tr-pi_1082.jpg,pituitary,L,True
Testing/pituitary/Te-pi_0019.jpg,pituitary,RGB,True
Training/pituitary/Tr-pi_0681.jpg,pituitary,RGB,True
Training/meningioma/Tr-me_1221.jpg,meningioma,L,True
Training/meningioma/Tr-me_0348.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_0243.jpg,pituitary,RGB,True
Training/pituitary/Tr-pi_1049.jpg,pituitary,L,True
Training/notumor/Tr-no_0272.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0541.jpg,meningioma,RGB,True
Training/pituitary/Tr-pi_0445.jpg,pituitary,RGB,True
Testing/meningioma/Te-me_0236.jpg,meningioma,L,True
Training/notumor/Tr-no_1176.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_1125.jpg,pituitary,L,True
Training/meningioma/Tr-me_0098.jpg,meningioma,RGB,True
Training/notumor/Tr-no_1371.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0535.jpg,glioma,L,True
Training/meningioma/Tr-me_0104.jpg,meningioma,RGB,True
Testing/glioma/Te-gl_0160.jpg,glioma,L,True
Training/notumor/Tr-no_0430.jpg,notumor,RGB,True
Training/notumor/Tr-no_1212.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0080.jpg,glioma,RGB,True
Training/pituitary/Tr-pi_1036.jpg,pituitary,L,True
Training/glioma/Tr-gl_0752.jpg,glioma,L,True
Training/pituitary/Tr-pi_0746.jpg,pituitary,RGB,True
Training/notumor/Tr-no_1365.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0095.jpg,glioma,RGB,True
Testing/meningioma/Te-me_0102.jpg,meningioma,RGB,True
Training/glioma/Tr-gl_1158.jpg,glioma,L,True
Testing/glioma/Te-gl_0298.jpg,glioma,L,True
Training/notumor/Tr-no_1324.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0184.jpg,pituitary,RGB,True
Training/notumor/Tr-no_1119.jpg,notumor,RGB,True
Training/meningioma/Tr-me_1201.jpg,meningioma,L,True
Training/glioma/Tr-gl_1090.jpg,glioma,L,True
Training/notumor/Tr-no_1098.jpg,notumor,RGB,True
Training/notumor/Tr-no_0267.jpg,notumor,RGB,True
Training/notumor/Tr-no_0656.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0711.jpg,pituitary,RGB,True
Training/pituitary/Tr-pi_0168.jpg,pituitary,RGB,True
Testing/glioma/Te-gl_0114.jpg,glioma,L,True
Training/glioma/Tr-gl_1295.jpg,glioma,L,True
Training/pituitary/Tr-pi_0937.jpg,pituitary,L,True
Testing/notumor/Te-no_0240.jpg,notumor,RGB,True
Training/glioma/Tr-gl_1002.jpg,glioma,L,True
Training/meningioma/Tr-me_0086.jpg,meningioma,RGB,True
Training/notumor/Tr-no_1121.jpg,notumor,RGB,True
Training/glioma/Tr-gl_0742.jpg,glioma,L,True
Training/notumor/Tr-no_0099.jpg,notumor,RGB,True
Training/meningioma/Tr-me_1228.jpg,meningioma,L,True
Training/glioma/Tr-gl_0937.jpg,glioma,L,True
Training/meningioma/Tr-me_0278.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_1229.jpg,meningioma,L,True
Training/notumor/Tr-no_0970.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0129.jpg,pituitary,RGB,True
Training/meningioma/Tr-me_1267.jpg,meningioma,L,True
Training/glioma/Tr-gl_0435.jpg,glioma,L,True
Training/meningioma/Tr-me_0052.jpg,meningioma,RGB,True
Training/notumor/Tr-no_0416.jpg,notumor,RGB,True
Training/notumor/Tr-no_0643.jpg,notumor,RGB,True
Training/meningioma/Tr-me_0484.jpg,meningioma,RGB,True
Training/meningioma/Tr-me_0812.jpg,meningioma,L,True
Training/meningioma/Tr-me_1254.jpg,meningioma,L,True
Training/notumor/Tr-no_0885.jpg,notumor,RGB,True
Training/notumor/Tr-no_0783.jpg,notumor,RGB,True
Testing/glioma/Te-glTr_0000.jpg,glioma,RGB,True
Training/pituitary/Tr-pi_1371.jpg,pituitary,L,True
Training/notumor/Tr-no_0702.jpg,notumor,RGB,True
Testing/pituitary/Te-pi_0099.jpg,pituitary,L,True
Training/notumor/Tr-no_1353.jpg,notumor,RGB,True
Training/pituitary/Tr-pi_0186.jpg,pituitary,RGB,True
